oldID,District,Expulsion_w_services,EWS_perc,Expulsion_no_services,ENS_perc,In_school,IS_perc,Out_of_school,OOS_perc,Transfer_to_alt,TTA_perc,total
480721500250000,Peoria SD 150,70,0.7,31,0.3,2902,29.5,6841,69.5,,0.0,9844
480722650260000,Farmington Central CUSD 265,,0.0,2,1.1,119,67.6,55,31.3,,0.0,176
480723090260000,Brimfield CUSD 309,,0.0,1,100.0,,0.0,,0.0,,0.0,1
480723100160000,Limestone CHSD 310,,0.0,1,0.2,263,54.6,218,45.2,,0.0,482
480723160040000,Limestone Walters CCSD 316,,0.0,,0.0,,0.0,2,100.0,,0.0,2
480723210260000,Il Valley Central USD 321,3,1.9,4,2.5,21,13.0,134,82.7,,0.0,162
480723220260000,Elmwood CUSD 322,,0.0,,0.0,6,46.2,7,53.8,,0.0,13
480723230260000,Dunlap CUSD 323,,0.0,,0.0,60,36.6,104,63.4,,0.0,164
480723250260000,Peoria Heights CUSD 325,1,0.7,2,1.5,,0.0,131,97.8,,0.0,134
480723260260000,Princeville CUSD 326,,0.0,,0.0,5,27.8,13,72.2,,0.0,18
480723270260000,Illini Bluffs CUSD 327,,0.0,,0.0,26,35.1,48,64.9,,0.0,74
480723280030000,Hollis Cons SD 328,,0.0,,0.0,3,60.0,2,40.0,,0.0,5
490810290020000,Hampton SD 29,,0.0,,0.0,2,33.3,4,66.7,,0.0,6
490810300170000,United Twp HSD 30,,0.0,5,0.1,5763,96.1,232,3.9,,0.0,6000
490810340020000,Silvis SD 34,,0.0,,0.0,97,50.5,95,49.5,,0.0,192
490810360020000,Carbon Cliff-Barstow SD 36,,0.0,,0.0,67,49.6,68,50.4,,0.0,135
490810370020000,East Moline SD 37,,0.0,2,0.2,617,60.6,399,39.2,,0.0,1018
490810400220000,Moline-Coal Valley CUSD 40,,0.0,2,0.2,621,52.3,564,47.5,,0.0,1187
490810410250000,Rock Island SD 41,,0.0,,0.0,677,74.6,230,25.4,,0.0,907
490811000260000,Riverdale CUSD 100,,0.0,,0.0,46,51.1,44,48.9,,0.0,90
490812000260000,Sherrard CUSD 200,1,1.1,4,4.3,43,45.7,46,48.9,,0.0,94
490813000260000,Rockridge CUSD 300,,0.0,,0.0,91,66.9,45,33.1,,0.0,136
500820090260000,Lebanon CUSD 9,,0.0,,0.0,31,70.5,13,29.5,,0.0,44
500820300030000,St Libory Cons SD 30,,0.0,,0.0,,0.0,1,100.0,,0.0,1
500820400260000,Marissa CUSD 40,,0.0,,0.0,124,58.8,86,40.8,1,0.5,211
500820600260000,New Athens CUSD 60,,0.0,,0.0,12,63.2,7,36.8,,0.0,19
500820700040000,Freeburg CCSD 70,,0.0,,0.0,13,81.3,3,18.8,,0.0,16
500820770160000,Freeburg CHSD 77,,0.0,,0.0,35,51.5,33,48.5,,0.0,68
500820900040000,O Fallon CCSD 90,,0.0,,0.0,306,78.9,82,21.1,,0.0,388
500821040020000,Central SD 104,,0.0,,0.0,13,50.0,13,50.0,,0.0,26
500821050020000,Pontiac-W Holliday SD 105,,0.0,,0.0,42,38.5,67,61.5,,0.0,109
500821100040000,Grant CCSD 110,,0.0,,0.0,20,51.3,19,48.7,,0.0,39
500821130020000,Wolf Branch SD 113,,0.0,,0.0,31,60.8,20,39.2,,0.0,51
500821160020000,High Mount SD 116,,0.0,,0.0,30,30.0,70,70.0,,0.0,100
500821180020000,Belleville SD 118,,0.0,,0.0,257,66.1,132,33.9,,0.0,389
500821190020000,Belle Valley SD 119,,0.0,,0.0,390,80.4,95,19.6,,0.0,485
500821300040000,Smithton CCSD 130,,0.0,,0.0,26,83.9,5,16.1,,0.0,31
500821600040000,Millstadt CCSD 160,,0.0,,0.0,38,55.1,31,44.9,,0.0,69
500821750020000,Harmony Emge SD 175,,0.0,,0.0,6,11.8,45,88.2,,0.0,51
500821810020000,Signal Hill SD 181,,0.0,,0.0,20,19.4,83,80.6,,0.0,103
500821870260000,Cahokia CUSD 187,10,0.4,25,1.0,2,0.1,2533,98.6,,0.0,2570
500821880220000,Brooklyn UD 188,1,1.2,,0.0,5,6.2,75,92.6,,0.0,81
500821890220000,East St Louis SD 189,,0.0,11,0.3,650,16.0,3405,83.7,,0.0,4066
500821960260000,Dupo CUSD 196,,0.0,,0.0,336,60.3,221,39.7,,0.0,557
500822010170000,Belleville Twp HSD 201,12,1.1,2,0.2,,0.0,1059,98.2,5,0.5,1078
500822030170000,O Fallon Twp HSD 203,,0.0,8,1.1,467,61.9,280,37.1,,0.0,755
510652000260000,Greenview CUSD 200,,0.0,,0.0,8,50.0,8,50.0,,0.0,16
510840010260000,Tri City CUSD 1,,0.0,1,2.0,23,46.9,25,51.0,,0.0,49
51084003A260000,Rochester CUSD 3A,,0.0,,0.0,74,53.2,65,46.8,,0.0,139
510840050260000,Ball Chatham CUSD 5,,0.0,,0.0,3,1.4,210,98.6,,0.0,213
510840080260000,Pleasant Plains CUSD 8,,0.0,,0.0,58,63.0,33,35.9,1,1.1,92
510840100260000,Auburn CUSD 10,,0.0,,0.0,6,10.3,52,89.7,,0.0,58
510840110260000,Pawnee CUSD 11,,0.0,,0.0,3,25.0,9,75.0,,0.0,12
510840140260000,Riverton CUSD 14,,0.0,,0.0,157,46.3,182,53.7,,0.0,339
510840150260000,Williamsville CUSD 15,,0.0,,0.0,56,75.7,18,24.3,,0.0,74
510840160260000,New Berlin CUSD 16,1,2.0,,0.0,15,29.4,35,68.6,,0.0,51
510841860250000,Springfield SD 186,,0.0,19,0.2,6113,59.2,4188,40.6,5,0.0,10325
530601260260000,Havana CUSD 126,,0.0,,0.0,87,48.9,91,51.1,,0.0,178
530601890260000,Illini Central CUSD 189,,0.0,,0.0,17,17.5,80,82.5,,0.0,97
530601910260000,Midwest Central CUSD 191,1,0.9,,0.0,68,63.6,38,35.5,,0.0,107
530900500020000,District 50 Schools,,0.0,,0.0,2,3.1,62,96.9,,0.0,64
530900510020000,Central SD 51,,0.0,,0.0,2,7.4,25,92.6,,0.0,27
530900520020000,Washington SD 52,,0.0,,0.0,11,40.7,16,59.3,,0.0,27
530900760020000,Creve Coeur SD 76,,0.0,,0.0,24,29.6,57,70.4,,0.0,81
530900850020000,Robein SD 85,,0.0,,0.0,3,100.0,,0.0,,0.0,3
530900860020000,East Peoria SD 86,,0.0,,0.0,123,43.8,158,56.2,,0.0,281
530900980020000,Rankin CSD 98,,0.0,,0.0,1,11.1,8,88.9,,0.0,9
530901020020000,N Pekin & Marquette Hght SD 102,,0.0,,0.0,23,85.2,4,14.8,,0.0,27
530901080020000,Pekin PSD 108,,0.0,,0.0,179,61.7,111,38.3,,0.0,290
530901370020000,South Pekin SD 137,,0.0,,0.0,2,40.0,3,60.0,,0.0,5
530903030160000,Pekin CSD 303,9,0.8,,0.0,,0.0,1169,99.2,,0.0,1178
530903080160000,Washington CHSD 308,4,2.9,,0.0,,0.0,135,97.1,,0.0,139
530903090160000,East Peoria CHSD 309,2,0.5,1,0.3,3,0.8,385,98.5,,0.0,391
530906060040000,Spring Lake CCSD 606,,0.0,,0.0,1,33.3,2,66.7,,0.0,3
530907010260000,Deer Creek-Mackinaw CUSD 701,,0.0,,0.0,1,10.0,9,90.0,,0.0,10
530907020260000,Tremont CUSD 702,,0.0,,0.0,8,57.1,6,42.9,,0.0,14
530907030260000,Delavan CUSD 703,,0.0,1,1.0,76,72.4,28,26.7,,0.0,105
530907090260000,Morton CUSD 709,1,1.8,1,1.8,2,3.5,53,93.0,,0.0,57
531020010040000,Metamora CCSD 1,,0.0,,0.0,25,78.1,7,21.9,,0.0,32
531020020040000,Riverview CCSD 2,,0.0,,0.0,18,64.3,10,35.7,,0.0,28
531020060260000,Fieldcrest CUSD 6,,0.0,,0.0,18,29.5,41,67.2,2,3.3,61
531020110260000,El Paso-Gridley CUSD 11,,0.0,,0.0,27,36.5,47,63.5,,0.0,74
531020210260000,Lowpoint-Washburn CUSD 21,,0.0,,0.0,14,31.8,30,68.2,,0.0,44
531020600260000,Roanoke Benson CUSD 60,,0.0,,0.0,29,65.9,14,31.8,1,2.3,44
531021220170000,County of Woodford School,,0.0,,0.0,44,40.0,66,60.0,,0.0,110
531021400260000,Eureka CUD 140,,0.0,1,0.9,45,42.5,60,56.6,,0.0,106
540920010260000,Bismarck Henning CUSD,,0.0,,0.0,1,1.1,90,98.9,,0.0,91
540920020260000,Westville CUSD 2,,0.0,,0.0,67,17.0,327,83.0,,0.0,394
540920040260000,Georgetown-Ridge Farm CUD 4,3,1.2,,0.0,131,53.7,110,45.1,,0.0,244
540920050260000,Catlin CUSD 5,3,3.7,,0.0,40,48.8,39,47.6,,0.0,82
540920110260000,Hoopeston Area CUSD 11,,0.0,1,0.4,105,43.2,137,56.4,,0.0,243
540920610030000,Armstrong-Ellis Cons SD 61,,0.0,,0.0,1,50.0,1,50.0,,0.0,2
540920760260000,Oakwood CUSD 76,,0.0,,0.0,65,50.8,63,49.2,,0.0,128
540921180240000,Danville CCSD 118,12,0.2,46,0.9,2191,43.2,2807,55.4,15,0.3,5071
540922250170000,Armstrong Twp HSD 225,,0.0,,0.0,1,33.3,2,66.7,,0.0,3
560990170020000,Channahon SD 17,,0.0,,0.0,8,61.5,5,38.5,,0.0,13
56099030C040000,Troy CCSD 30C,,0.0,,0.0,109,50.0,107,49.1,2,0.9,218
56099033C040000,Homer CCSD 33C,,0.0,,0.0,57,53.8,49,46.2,,0.0,106
56099070C040000,Laraway CCSD 70C,,0.0,,0.0,62,53.9,53,46.1,,0.0,115
560990840020000,Rockdale SD 84,,0.0,,0.0,21,75.0,7,25.0,,0.0,28
560990860050000,Joliet PSD 86,15,0.7,2,0.1,1017,44.7,1232,54.2,9,0.4,2275
560990880020000,Chaney-Monge SD 88,,0.0,,0.0,,0.0,35,100.0,,0.0,35
56099088A020000,Richland GSD 88A,,0.0,,0.0,98,61.3,62,38.8,,0.0,160
560990890020000,Fairmont SD 89,,0.0,1,1.0,,0.0,99,97.1,2,2.0,102
560990900020000,Taft SD 90,,0.0,,0.0,5,71.4,2,28.6,,0.0,7
560990910020000,Lockport SD 91,,0.0,,0.0,13,76.5,4,23.5,,0.0,17
560990920020000,Will County SD 92,,0.0,,0.0,,0.0,7,100.0,,0.0,7
560991140020000,Manhattan SD 114,,0.0,,0.0,3,33.3,6,66.7,,0.0,9
560991220020000,New Lenox SD 122,,0.0,,0.0,73,67.6,35,32.4,,0.0,108
56099157C040000,Frankfort CCSD 157C,,0.0,,0.0,27,71.1,11,28.9,,0.0,38
560991590020000,Mokena SD 159,,0.0,,0.0,25,54.3,21,45.7,,0.0,46
560991610020000,Summit Hill SD 161,,0.0,,0.0,37,56.1,29,43.9,,0.0,66
56099200U260000,Beecher CUSD 200U,1,0.8,,0.0,82,69.5,35,29.7,,0.0,118
56099201U260000,Crete Monee CUSD 201U,,0.0,1,0.0,1636,73.8,579,26.1,,0.0,2216
560992020220000,Plainfield SD 202,,0.0,5,0.2,1561,57.4,1114,41.0,40,1.5,2720
560992030040000,Elwood CCSD 203,,0.0,,0.0,26,89.7,3,10.3,,0.0,29
560992040170000,Joliet Twp HSD 204,,0.0,13,0.3,2487,65.6,1268,33.5,22,0.6,3790
560992050170000,Lockport Twp HSD 205,,0.0,,0.0,625,67.4,296,31.9,6,0.6,927
56099207U260000,Peotone CUSD 207U,,0.0,,0.0,6,9.4,58,90.6,,0.0,64
56099209U260000,Wilmington CUSD 209U,,0.0,,0.0,24,25.3,71,74.7,,0.0,95
560992100160000,Lincoln Way CHSD 210,,0.0,,0.0,855,93.3,58,6.3,3,0.3,916
56099255U260000,Reed Custer CUSD 255U,,0.0,,0.0,,0.0,62,100.0,,0.0,62
56099365U260000,Valley View CUSD 365U,5,0.2,1,0.0,1897,62.3,1132,37.2,10,0.3,3045
