oldID,District,Expulsion_w_services,EWS_perc,Expulsion_no_services,ENS_perc,In_school,IS_perc,Out_of_school,OOS_perc,Transfer_to_alt,TTA_perc,total
200960060040000,New Hope CCSD 6,,0.0,,0.0,11,84.6,2,15.4,,0.0,13
200960170040000,Jasper CCSD 17,,0.0,,0.0,5,100.0,,0.0,,0.0,5
200961000260000,Wayne City CUSD 100,3,3.7,,0.0,51,63.0,27,33.3,,0.0,81
200961120040000,Fairfield PSD 112,,0.0,,0.0,102,82.9,21,17.1,,0.0,123
200962000260000,North Wayne CUSD 200,,0.0,,0.0,31,83.8,6,16.2,,0.0,37
200962250160000,Fairfield Comm H S Dist 225,,0.0,,0.0,411,89.7,47,10.3,,0.0,458
200970010260000,Grayville CUSD 1,,0.0,,0.0,7,31.8,15,68.2,,0.0,22
200970030260000,Norris City-Omaha-Enfield CUSD 3,,0.0,,0.0,24,68.6,11,31.4,,0.0,35
200970050260000,Carmi-White County CUSD 5,,0.0,,0.0,66,84.6,12,15.4,,0.0,78
210280470040000,Benton CCSD 47,,0.0,,0.0,48,55.2,39,44.8,,0.0,87
210280910040000,Akin CCSD 91,,0.0,,0.0,3,100.0,,0.0,,0.0,3
210280990260000,Christopher USD 99,,0.0,,0.0,46,60.5,30,39.5,,0.0,76
210281030130000,Benton Cons HSD 103,,0.0,,0.0,40,33.1,81,66.9,,0.0,121
210281150040000,Ewing Northern CCSD 115,,0.0,,0.0,1,50.0,1,50.0,,0.0,2
210281680260000,Frankfort CUSD 168,,0.0,,0.0,,0.0,8,100.0,,0.0,8
210281740260000,Thompsonville CUSD 174,,0.0,,0.0,,0.0,10,100.0,,0.0,10
210281880260000,Zeigler-Royalton CUSD 188,,0.0,,0.0,,0.0,13,100.0,,0.0,13
210281960260000,Sesser-Valier CUSD 196,2,5.9,1,2.9,,0.0,31,91.2,,0.0,34
210440010260000,Goreville CUD 1,1,25.0,,0.0,,0.0,3,75.0,,0.0,4
210440320030000,New Simpson Hill SD 32,,0.0,,0.0,11,91.7,1,8.3,,0.0,12
210440550020000,Vienna SD 55,,0.0,,0.0,62,68.1,29,31.9,,0.0,91
210441330170000,Vienna HSD 133,,0.0,,0.0,,0.0,29,100.0,,0.0,29
210610010260000,Massac UD 1,,0.0,,0.0,938,89.1,115,10.9,,0.0,1053
210610380260000,Joppa-Maple Grove UD 38,,0.0,,0.0,37,90.2,4,9.8,,0.0,41
211000010260000,Johnston City CUSD 1,,0.0,,0.0,16,9.6,150,90.4,,0.0,166
211000020260000,Marion CUSD 2,1,0.4,,0.0,41,14.7,237,84.9,,0.0,279
211000030260000,Crab Orchard CUSD 3,,0.0,,0.0,24,63.2,14,36.8,,0.0,38
211000040260000,Herrin CUSD 4,4,1.7,,0.0,,0.0,234,98.3,,0.0,238
211000050260000,Carterville CUSD 5,,0.0,,0.0,81,47.4,90,52.6,,0.0,171
240320010260000,Coal City CUSD 1,,0.0,,0.0,34,41.5,48,58.5,,0.0,82
240320540020000,Morris SD 54,,0.0,,0.0,27,34.2,50,63.3,2,2.5,79
24032060C040000,Saratoga CCSD 60C,,0.0,,0.0,7,41.2,10,58.8,,0.0,17
24032072C040000,Gardner CCSD 72C,,0.0,,0.0,3,15.8,15,78.9,1,5.3,19
240320730170000,Gardner S Wilmington Twp HSD 73,,0.0,,0.0,2,100.0,,0.0,,0.0,2
240320740030000,South Wilmington CCSD 74,,0.0,,0.0,,0.0,4,100.0,,0.0,4
240320750020000,Braceville SD 75,,0.0,1,3.2,15,48.4,15,48.4,,0.0,31
240321010160000,Morris CHSD 101,,0.0,,0.0,,0.0,48,96.0,2,4.0,50
240321110160000,Minooka CHSD 111,,0.0,,0.0,129,64.5,71,35.5,,0.0,200
240322010040000,Minooka CCSD 201,,0.0,,0.0,66,56.9,47,40.5,3,2.6,116
240470180160000,Newark CHSD 18,,0.0,,0.0,5,55.6,4,44.4,,0.0,9
240470660040000,Newark CCSD 66,,0.0,,0.0,,0.0,2,100.0,,0.0,2
240470880260000,Plano CUSD 88,,0.0,1,0.4,166,62.6,97,36.6,1,0.4,265
240471150260000,Yorkville CUSD 115,,0.0,,0.0,58,29.1,141,70.9,,0.0,199
240473080260000,CUSD 308,,0.0,,0.0,1742,79.9,437,20.1,,0.0,2179
260290010260000,Astoria CUSD 1,,0.0,,0.0,7,46.7,8,53.3,,0.0,15
260290020260000,V I T CUSD 2,,0.0,,0.0,13,43.3,17,56.7,,0.0,30
260290030260000,CUSD 3 Fulton County,,0.0,,0.0,63,79.7,16,20.3,,0.0,79
260290040260000,Spoon River Valley CUSD 4,,0.0,,0.0,7,35.0,13,65.0,,0.0,20
260290660250000,Canton Union SD 66,,0.0,1,0.3,308,81.7,68,18.0,,0.0,377
260290970260000,Lewistown CUSD 97,,0.0,,0.0,12,32.4,25,67.6,,0.0,37
260343070160000,Illini West H S Dist 307,,0.0,,0.0,18,64.3,10,35.7,,0.0,28
260343160260000,Warsaw CUSD 316,,0.0,,0.0,2,6.7,28,93.3,,0.0,30
260343170040000,Carthage ESD 317,,0.0,,0.0,2,33.3,4,66.7,,0.0,6
260343250260000,Nauvoo-Colusa CUSD 325,,0.0,,0.0,1,100.0,,0.0,,0.0,1
260343270040000,Dallas ESD 327,,0.0,,0.0,,0.0,4,100.0,,0.0,4
260343280240000,Hamilton CCSD 328,,0.0,1,1.2,35,42.2,47,56.6,,0.0,83
260343370260000,Southeastern CUSD 337,,0.0,,0.0,36,70.6,14,27.5,1,2.0,51
260343470040000,La Harpe CSD 347,,0.0,,0.0,9,64.3,5,35.7,,0.0,14
260621030260000,West Prairie CUSD 103,,0.0,,0.0,16,28.1,41,71.9,,0.0,57
260621700260000,Bushnell Prairie City CUSD 170,,0.0,,0.0,3,9.4,29,90.6,,0.0,32
260621850260000,Macomb CUSD 185,,0.0,1,0.4,48,18.0,218,81.6,,0.0,267
260850050260000,Schuyler-Industry CUSD 5,,0.0,,0.0,20,51.3,19,48.7,,0.0,39
280060170040000,Ohio CCSD 17,,0.0,,0.0,4,66.7,2,33.3,,0.0,6
280060990040000,Spring Valley CCSD 99,,0.0,,0.0,52,52.5,47,47.5,,0.0,99
280061030220000,DePue USD 103,,0.0,,0.0,158,87.3,23,12.7,,0.0,181
280061150020000,Princeton ESD 115,,0.0,,0.0,22,73.3,8,26.7,,0.0,30
280063030260000,La Moille CUSD 303,,0.0,,0.0,3,18.8,13,81.3,,0.0,16
280063400260000,Bureau Valley CUSD 340,,0.0,,0.0,31,63.3,18,36.7,,0.0,49
280065000150000,Princeton HSD 500,,0.0,,0.0,,0.0,32,100.0,,0.0,32
280065020170000,Hall HSD 502,3,1.0,3,1.0,215,69.6,88,28.5,,0.0,309
280065050160000,Ohio CHSD 505,,0.0,,0.0,12,100.0,,0.0,,0.0,12
280371900020000,Colona SD 190,,0.0,,0.0,18,64.3,10,35.7,,0.0,28
280372230260000,Orion CUSD 223,,0.0,,0.0,83,87.4,12,12.6,,0.0,95
280372240260000,Galva CUSD 224,,0.0,,0.0,15,28.3,38,71.7,,0.0,53
280372250260000,AlWood CUSD 225,,0.0,,0.0,39,58.2,28,41.8,,0.0,67
280372260260000,Annawan CUSD 226,,0.0,,0.0,45,86.5,7,13.5,,0.0,52
280372270260000,Cambridge CUSD 227,,0.0,,0.0,35,70.0,15,30.0,,0.0,50
280372280260000,Geneseo CUSD 228,,0.0,2,0.6,237,70.7,96,28.7,,0.0,335
280372290260000,Kewanee CUSD 229,,0.0,2,0.3,370,51.5,346,48.2,,0.0,718
280372300260000,Wethersfield CUSD 230,,0.0,,0.0,162,85.3,28,14.7,,0.0,190
280880010260000,Bradford CUSD 1,,0.0,,0.0,,0.0,1,50.0,1,50.0,2
280881000260000,Stark County CUSD 100,,0.0,,0.0,161,77.4,47,22.6,,0.0,208
300020010220000,Cairo USD 1,,0.0,,0.0,,0.0,192,100.0,,0.0,192
300020050260000,Egyptian CUSD 5,,0.0,1,0.6,140,78.2,38,21.2,,0.0,179
300390950020000,Carbondale ESD 95,,0.0,,0.0,53,37.6,88,62.4,,0.0,141
300391300040000,Giant City CCSD 130,,0.0,,0.0,14,58.3,10,41.7,,0.0,24
300391400040000,Unity Point CCSD 140,,0.0,,0.0,,0.0,14,100.0,,0.0,14
300391650160000,Carbondale CHSD 165,,0.0,,0.0,493,83.3,99,16.7,,0.0,592
300391760260000,Trico CUSD 176,,0.0,,0.0,115,48.9,120,51.1,,0.0,235
300391860260000,Murphysboro CUSD 186,,0.0,,0.0,1122,81.4,257,18.6,,0.0,1379
300391960260000,Elverado CUSD 196,,0.0,,0.0,79,76.7,24,23.3,,0.0,103
300730500020000,Pinckneyville SD 50,,0.0,,0.0,15,51.7,14,48.3,,0.0,29
300731010160000,Pinckneyville CHSD 101,,0.0,,0.0,110,67.1,54,32.9,,0.0,164
300733000260000,Duquoin CUSD 300,,0.0,,0.0,287,90.5,29,9.1,1,0.3,317
300771000260000,Century CUSD 100,,0.0,,0.0,56,83.6,11,16.4,,0.0,67
300771010260000,Meridian CUSD 101,1,0.4,1,0.4,170,59.6,113,39.6,,0.0,285
300910170220000,Cobden SUD 17,,0.0,,0.0,1,4.3,22,95.7,,0.0,23
300910370040000,Anna CCSD 37,,0.0,,0.0,29,49.2,30,50.8,,0.0,59
300910430040000,County of Union Sch Dist No43,,0.0,,0.0,116,90.6,12,9.4,,0.0,128
300910660220000,Dongola USD 66,,0.0,,0.0,10,30.3,22,66.7,1,3.0,33
300910810160000,Anna Jonesboro CHSD 81,,0.0,,0.0,,0.0,,0.0,3,100.0,3
300910840260000,Shawnee CUSD 84,,0.0,,0.0,4,100.0,,0.0,,0.0,4
310450460220000,SD U-46,,0.0,,0.0,7063,77.6,2034,22.4,2,0.0,9099
310451010220000,Batavia USD 101,1,0.3,,0.0,205,53.8,174,45.7,1,0.3,381
310451290220000,Aurora West USD 129,1,0.1,15,0.8,,0.0,1892,99.0,4,0.2,1912
310451310220000,Aurora East USD 131,,0.0,2,0.1,317,19.0,1352,80.9,,0.0,1671
310453000260000,CUSD 300,,0.0,,0.0,94,22.8,316,76.5,3,0.7,413
310453010260000,Central CUSD 301,,0.0,,0.0,5,6.8,69,93.2,,0.0,74
310453020260000,Kaneland CUSD 302,,0.0,,0.0,240,70.2,102,29.8,,0.0,342
310453030260000,St Charles CUSD 303,,0.0,,0.0,110,21.5,394,77.0,8,1.6,512
310453040260000,Geneva CUSD 304,,0.0,,0.0,172,74.8,57,24.8,1,0.4,230
320380030260000,Donovan CUSD 3,,0.0,,0.0,54,56.8,41,43.2,,0.0,95
320380040260000,Central CUSD 4,,0.0,,0.0,51,63.0,30,37.0,,0.0,81
320380060260000,Cissna Park CUSD 6,,0.0,,0.0,1,12.5,7,87.5,,0.0,8
320380090260000,Iroquois County CUSD 9,,0.0,,0.0,157,69.8,67,29.8,1,0.4,225
320380100260000,Iroquois West CUSD 10,,0.0,,0.0,31,32.0,66,68.0,,0.0,97
320381240260000,Milford Area Public Schools District 124,,0.0,1,1.0,71,72.4,26,26.5,,0.0,98
320382490260000,Crescent Iroquois CUSD 249,,0.0,,0.0,1,100.0,,0.0,,0.0,1
320460010260000,Momence CUSD 1,,0.0,,0.0,9,47.4,10,52.6,,0.0,19
320460020260000,Herscher CUSD 2,,0.0,,0.0,29,34.5,55,65.5,,0.0,84
320460050260000,Manteno CUSD 5,,0.0,2,0.6,246,79.4,59,19.0,3,1.0,310
320460060260000,Grant Park CUSD 6,,0.0,,0.0,4,30.8,9,69.2,,0.0,13
320460530020000,Bourbonnais SD 53,,0.0,,0.0,96,52.7,86,47.3,,0.0,182
320460610020000,Bradley SD 61,,0.0,,0.0,115,60.8,72,38.1,2,1.1,189
320461110250000,Kankakee SD 111,,0.0,3,0.1,2292,66.8,1136,33.1,1,0.0,3432
320462580040000,St George CCSD 258,,0.0,,0.0,1,5.0,19,95.0,,0.0,20
320462590040000,Pembroke CCSD 259,,0.0,,0.0,,0.0,,0.0,1,100.0,1
320463020160000,St Anne CHSD 302,,0.0,,0.0,108,73.0,38,25.7,2,1.4,148
320463070160000,Bradley Bourbonnais CHSD 307,,0.0,,0.0,1072,74.8,361,25.2,,0.0,1433
330362350260000,West Central CUSD 235,,0.0,3,1.1,172,60.4,110,38.6,,0.0,285
330482020260000,Knoxville CUSD 202,,0.0,,0.0,23,24.2,72,75.8,,0.0,95
330482050260000,Galesburg CUSD 205,,0.0,8,0.5,929,57.5,679,42.0,,0.0,1616
330482080260000,R O W V A CUSD 208,,0.0,,0.0,50,43.1,66,56.9,,0.0,116
330482100260000,Williamsfield CUSD 210,,0.0,,0.0,1,6.7,14,93.3,,0.0,15
330482760260000,Abingdon-Avon CUSD 276,,0.0,1,0.8,63,51.2,59,48.0,,0.0,123
330664040260000,Mercer County School District 404,1,0.8,,0.0,37,28.2,93,71.0,,0.0,131
330942380260000,Monmouth-Roseville CUSD 238,,0.0,,0.0,,0.0,29,100.0,,0.0,29
330943040260000,United CUSD 304,,0.0,,0.0,20,40.8,29,59.2,,0.0,49
340490010020000,Winthrop Harbor SD 1,,0.0,,0.0,37,77.1,11,22.9,,0.0,48
340490030040000,Beach Park CCSD 3,,0.0,,0.0,120,43.8,154,56.2,,0.0,274
340490060020000,Zion ESD 6,,0.0,,0.0,203,38.3,327,61.7,,0.0,530
340490240040000,Millburn CCSD 24,,0.0,,0.0,7,63.6,4,36.4,,0.0,11
340490330020000,Emmons SD 33,,0.0,,0.0,,0.0,3,100.0,,0.0,3
340490340040000,Antioch CCSD 34,,0.0,,0.0,14,42.4,19,57.6,,0.0,33
340490370020000,Gavin SD 37,,0.0,1,1.1,50,52.6,44,46.3,,0.0,95
340490380020000,Big Hollow SD 38,,0.0,,0.0,26,65.0,14,35.0,,0.0,40
340490410040000,Lake Villa CCSD 41,,0.0,,0.0,22,53.7,19,46.3,,0.0,41
340490460040000,Grayslake CCSD 46,,0.0,,0.0,70,66.0,35,33.0,1,0.9,106
340490500040000,Woodland CCSD 50,,0.0,,0.0,201,84.5,37,15.5,,0.0,238
340490560020000,Gurnee SD 56,,0.0,,0.0,,0.0,141,100.0,,0.0,141
340490600260000,Waukegan CUSD 60,46,1.0,,0.0,1106,24.7,3319,74.2,2,0.0,4473
340490670050000,Lake Forest SD 67,,0.0,,0.0,27,69.2,12,30.8,,0.0,39
340490680020000,Oak Grove SD 68,,0.0,,0.0,,0.0,3,100.0,,0.0,3
340490700020000,Libertyville SD 70,,0.0,,0.0,1,7.7,12,92.3,,0.0,13
340490730040000,Hawthorn CCSD 73,,0.0,,0.0,38,50.0,38,50.0,,0.0,76
340490750020000,Mundelein ESD 75,,0.0,,0.0,53,58.2,38,41.8,,0.0,91
340490760020000,Diamond Lake SD 76,,0.0,,0.0,37,77.1,11,22.9,,0.0,48
340490790020000,Fremont SD 79,,0.0,,0.0,23,71.9,9,28.1,,0.0,32
340490950260000,Lake Zurich CUSD 95,,0.0,,0.0,379,78.6,103,21.4,,0.0,482
340490960040000,Kildeer Countryside CCSD 96,,0.0,,0.0,19,45.2,23,54.8,,0.0,42
340491020040000,Aptakisic-Tripp CCSD 102,,0.0,,0.0,40,59.7,27,40.3,,0.0,67
340491030020000,Lincolnshire-Prairieview SD 103,,0.0,,0.0,7,87.5,1,12.5,,0.0,8
340491060020000,Bannockburn SD 106,,0.0,,0.0,,0.0,2,100.0,,0.0,2
340491090020000,Deerfield SD 109,,0.0,,0.0,15,75.0,5,25.0,,0.0,20
340491130170000,Twp HSD 113,,0.0,,0.0,20,83.3,4,16.7,,0.0,24
340491140020000,Fox Lake GSD 114,,0.0,,0.0,21,58.3,15,41.7,,0.0,36
340491150160000,Lake Forest CHSD 115,,0.0,,0.0,32,72.7,12,27.3,,0.0,44
340491160260000,Round Lake CUSD 116,,0.0,21,1.1,979,51.7,894,47.2,,0.0,1894
340491170160000,CHSD 117,,0.0,,0.0,153,53.3,133,46.3,1,0.3,287
340491180260000,Wauconda CUSD 118,,0.0,,0.0,296,66.2,151,33.8,,0.0,447
340491200130000,Mundelein Cons HSD 120,,0.0,,0.0,45,39.1,70,60.9,,0.0,115
340491210170000,Warren Twp HSD 121,2,0.4,6,1.3,1,0.2,438,98.0,,0.0,447
340491240160000,Grant CHSD 124,,0.0,1,0.1,907,79.1,239,20.8,,0.0,1147
340491250130000,Adlai E Stevenson HSD 125,,0.0,,0.0,6,8.5,65,91.5,,0.0,71
340491260170000,Zion-Benton Twp HSD 126,,0.0,10,3.0,1,0.3,324,96.7,,0.0,335
340491270160000,Grayslake CHSD 127,,0.0,,0.0,386,77.8,110,22.2,,0.0,496
340491280160000,CHSD 128,,0.0,,0.0,7,14.9,40,85.1,,0.0,47
340491870260000,North Chicago SD 187,1,0.1,,0.0,645,54.5,537,45.4,,0.0,1183
340492200260000,Barrington CUSD 220,,0.0,,0.0,17,17.3,81,82.7,,0.0,98
340499000250000,Prairie Crossing Charter School,,0.0,,0.0,2,20.0,8,80.0,,0.0,10
350500010260000,Leland CUSD 1,,0.0,,0.0,1,12.5,7,87.5,,0.0,8
350500020260000,Serena CUSD 2,,0.0,,0.0,64,66.7,32,33.3,,0.0,96
350500090260000,Earlville CUSD 9,,0.0,,0.0,53,75.7,17,24.3,,0.0,70
350500400170000,Streator Twp HSD 40,,0.0,2,0.1,2303,94.5,132,5.4,,0.0,2437
350500440020000,Streator ESD 44,,0.0,,0.0,427,76.3,133,23.8,,0.0,560
350500650040000,Allen-Otter Creek CCSD 65,,0.0,,0.0,,0.0,3,100.0,,0.0,3
350500790040000,Tonica CCSD 79,,0.0,,0.0,2,66.7,1,33.3,,0.0,3
350500950040000,Grand Ridge CCSD 95,,0.0,,0.0,,0.0,2,100.0,,0.0,2
350501200170000,La Salle-Peru Twp HSD 120,,0.0,2,0.1,1070,77.8,303,22.0,,0.0,1375
350501220020000,La Salle ESD 122,,0.0,,0.0,45,58.4,32,41.6,,0.0,77
350501240020000,Peru ESD 124,,0.0,,0.0,51,56.0,40,44.0,,0.0,91
350501250020000,Oglesby ESD 125,,0.0,,0.0,,0.0,40,100.0,,0.0,40
350501400170000,Ottawa Twp HSD 140,,0.0,,0.0,5,0.8,597,99.2,,0.0,602
350501410020000,Ottawa ESD 141,,0.0,,0.0,112,55.2,91,44.8,,0.0,203
350501500020000,Marseilles ESD 150,,0.0,,0.0,43,72.9,16,27.1,,0.0,59
350501600170000,Seneca Twp HSD 160,,0.0,,0.0,2,18.2,9,81.8,,0.0,11
350501700040000,Seneca CCSD 170,,0.0,,0.0,2,66.7,1,33.3,,0.0,3
350501850040000,Waltham CCSD 185,,0.0,,0.0,7,77.8,2,22.2,,0.0,9
350501950040000,Wallace CCSD 195,,0.0,,0.0,6,60.0,4,40.0,,0.0,10
350502100040000,Miller Twp CCSD 210,,0.0,,0.0,2,25.0,6,75.0,,0.0,8
350502300040000,Rutland CCSD 230,,0.0,,0.0,,0.0,5,100.0,,0.0,5
350502800170000,Mendota Twp HSD 280,,0.0,,0.0,,0.0,105,100.0,,0.0,105
350502890040000,Mendota CCSD 289,,0.0,,0.0,3,25.0,9,75.0,,0.0,12
350504250260000,Lostant CUSD 425,,0.0,,0.0,1,6.3,15,93.8,,0.0,16
350590050260000,Henry-Senachwine CUSD 5,,0.0,,0.0,92,81.4,21,18.6,,0.0,113
350590070260000,Midland CUSD 7,,0.0,,0.0,22,23.7,71,76.3,,0.0,93
350785350260000,Putnam County CUSD 535,,0.0,,0.0,158,78.6,41,20.4,2,1.0,201
390550010260000,Argenta-Oreana CUSD 1,,0.0,,0.0,,0.0,41,100.0,,0.0,41
390550020260000,Maroa Forsyth CUSD 2,,0.0,,0.0,29,58.0,21,42.0,,0.0,50
390550030260000,Mt Zion CUSD 3,,0.0,,0.0,187,81.0,44,19.0,,0.0,231
390550090260000,Sangamon Valley CUSD 9,,0.0,1,0.6,125,70.6,50,28.2,1,0.6,177
390550110260000,Warrensburg-Latham CUSD 11,,0.0,,0.0,6,8.5,65,91.5,,0.0,71
390550150260000,Meridian CUSD 15,,0.0,,0.0,49,48.5,52,51.5,,0.0,101
390550610250000,Decatur SD 61,,0.0,,0.0,7,1.0,709,99.0,,0.0,716
390740050260000,Bement CUSD 5,,0.0,,0.0,1,3.3,29,96.7,,0.0,30
390740250260000,Monticello CUSD 25,2,2.1,,0.0,46,48.9,46,48.9,,0.0,94
390740570260000,Deland-Weldon CUSD 57,,0.0,3,25.0,2,16.7,7,58.3,,0.0,12
390741000260000,Cerro Gordo CUSD 100,,0.0,,0.0,18,42.9,22,52.4,2,4.8,42
400070400260000,Calhoun CUSD 40,,0.0,,0.0,18,58.1,13,41.9,,0.0,31
400070420260000,Brussels CUSD 42,,0.0,,0.0,1,50.0,1,50.0,,0.0,2
400310010260000,Carrollton CUSD 1,,0.0,,0.0,4,12.9,27,87.1,,0.0,31
400310030260000,North Greene CUSD 3,,0.0,,0.0,57,28.8,139,70.2,2,1.0,198
400310100260000,Greenfield CUSD 10,,0.0,,0.0,22,81.5,5,18.5,,0.0,27
400421000260000,Jersey CUSD 100,,0.0,,0.0,3,1.6,190,98.4,,0.0,193
400560010260000,Carlinville CUSD 1,,0.0,,0.0,37,38.1,60,61.9,,0.0,97
400560020260000,Northwestern CUSD 2,,0.0,,0.0,8,36.4,12,54.5,2,9.1,22
400560050260000,Mount Olive CUSD 5,,0.0,1,1.3,6,8.0,68,90.7,,0.0,75
400560060260000,Staunton CUSD 6,,0.0,,0.0,,0.0,64,88.9,8,11.1,72
400560070260000,Gillespie CUSD 7,1,0.8,,0.0,17,13.2,111,86.0,,0.0,129
400560080260000,Bunker Hill CUSD 8,,0.0,,0.0,50,54.3,40,43.5,2,2.2,92
400560090260000,Southwestern CUSD 9,,0.0,,0.0,82,49.7,83,50.3,,0.0,165
400560340260000,North Mac CUSD 34,,0.0,3,1.4,44,21.1,162,77.5,,0.0,209
410570010260000,Roxana CUSD 1,,0.0,7,1.3,388,70.7,154,28.1,,0.0,549
410570020260000,Triad CUSD 2,5,2.5,,0.0,190,96.0,3,1.5,,0.0,198
410570030260000,Venice CUSD 3,,0.0,,0.0,47,40.2,69,59.0,1,0.9,117
410570050260000,Highland CUSD 5,5,1.1,,0.0,350,75.4,109,23.5,,0.0,464
410570070260000,Edwardsville CUSD 7,,0.0,,0.0,768,75.7,247,24.3,,0.0,1015
410570080260000,Bethalto CUSD 8,,0.0,5,0.4,936,81.0,214,18.5,,0.0,1155
410570090260000,Granite City CUSD 9,,0.0,6,0.3,1530,67.4,735,32.4,,0.0,2271
410570100260000,Collinsville CUSD 10,3,0.1,26,1.0,1915,73.5,663,25.4,,0.0,2607
410570110260000,Alton CUSD 11,,0.0,9,0.8,120,10.0,1068,89.1,1,0.1,1198
410570120260000,Madison CUSD 12,,0.0,,0.0,3,0.6,508,99.4,,0.0,511
410570130020000,East Alton SD 13,,0.0,,0.0,175,95.6,8,4.4,,0.0,183
410570140160000,East Alton-Wood River CHSD 14,,0.0,,0.0,631,82.6,133,17.4,,0.0,764
410570150030000,Wood River-Hartford ESD 15,,0.0,1,0.3,260,88.4,33,11.2,,0.0,294
440630020030000,Nippersink SD 2,,0.0,,0.0,12,66.7,6,33.3,,0.0,18
440630030030000,Fox River Grove Cons SD 3,,0.0,,0.0,14,70.0,6,30.0,,0.0,20
440630150040000,McHenry CCSD 15,,0.0,,0.0,74,54.0,63,46.0,,0.0,137
440630180040000,Riley CCSD 18,,0.0,,0.0,2,66.7,1,33.3,,0.0,3
440630190240000,Alden Hebron SD 19,,0.0,,0.0,3,13.0,20,87.0,,0.0,23
440630260040000,Cary CCSD 26,,0.0,,0.0,28,73.7,10,26.3,,0.0,38
440630360020000,Harrison SD 36,,0.0,,0.0,6,85.7,1,14.3,,0.0,7
440630460030000,Prairie Grove CSD 46,,0.0,,0.0,10,76.9,3,23.1,,0.0,13
440630470040000,Crystal Lake CCSD 47,,0.0,,0.0,65,34.4,124,65.6,,0.0,189
440630500260000,Harvard CUSD 50,,0.0,1,0.4,97,42.5,130,57.0,,0.0,228
440631540160000,Marengo CHSD 154,,0.0,,0.0,3,16.7,15,83.3,,0.0,18
440631550160000,CHSD 155,,0.0,1,0.1,644,62.8,381,37.1,,0.0,1026
440631560160000,McHenry CHSD 156,,0.0,2,3.5,22,38.6,33,57.9,,0.0,57
440631570160000,Richmond-Burton CHSD 157,,0.0,,0.0,55,76.4,17,23.6,,0.0,72
440631580220000,Huntley Community School District 158,,0.0,,0.0,116,73.4,42,26.6,,0.0,158
440631650030000,Marengo-Union E Cons D 165,,0.0,1,1.7,46,78.0,12,20.3,,0.0,59
440632000260000,Woodstock CUSD 200,,0.0,,0.0,410,52.5,371,47.5,,0.0,781
450670030260000,Valmeyer CUSD 3,,0.0,,0.0,42,84.0,8,16.0,,0.0,50
450670040260000,Columbia CUSD 4,,0.0,,0.0,,0.0,46,100.0,,0.0,46
450670050260000,Waterloo CUSD 5,,0.0,,0.0,199,79.6,51,20.4,,0.0,250
450790010220000,Coulterville USD 1,,0.0,,0.0,12,24.5,37,75.5,,0.0,49
450791320260000,Red Bud CUSD 132,,0.0,1,1.1,57,64.0,31,34.8,,0.0,89
450791380260000,Steeleville CUSD 138,,0.0,,0.0,11,68.8,5,31.3,,0.0,16
450791390260000,Chester CUSD 139,,0.0,,0.0,61,59.8,41,40.2,,0.0,102
450791400260000,Sparta CUSD 140,,0.0,1,0.1,677,90.1,73,9.7,,0.0,751
470521700220000,Dixon USD 170,,0.0,,0.0,923,78.6,252,21.4,,0.0,1175
470522200020000,Steward ESD 220,,0.0,,0.0,2,40.0,3,60.0,,0.0,5
470522720260000,Amboy CUSD 272,,0.0,,0.0,48,47.5,53,52.5,,0.0,101
470522750260000,Ashton-Franklin Center CUSD 275,,0.0,,0.0,36,75.0,12,25.0,,0.0,48
470711610040000,Creston CCSD 161,,0.0,,0.0,,0.0,1,100.0,,0.0,1
470712120170000,Rochelle Twp HSD 212,,0.0,,0.0,1283,94.8,70,5.2,,0.0,1353
470712200260000,Oregon CUSD 220,,0.0,,0.0,433,80.2,98,18.1,9,1.7,540
470712210260000,Forrestville Valley CUSD 221,,0.0,,0.0,1,5.0,19,95.0,,0.0,20
470712220260000,Polo CUSD 222,,0.0,,0.0,4,16.0,20,80.0,1,4.0,25
470712230260000,Meridian CUSD 223,,0.0,1,0.3,202,65.6,105,34.1,,0.0,308
470712260260000,Byron CUSD 226,,0.0,,0.0,6,13.6,37,84.1,1,2.3,44
470712310040000,Rochelle CCSD 231,,0.0,,0.0,3,5.4,53,94.6,,0.0,56
470980010260000,Erie CUSD 1,,0.0,,0.0,80,88.9,10,11.1,,0.0,90
470980020260000,River Bend CUSD 2,,0.0,,0.0,94,68.1,44,31.9,,0.0,138
470980030260000,Prophetstown-Lyndon-Tampico CUSD3,,0.0,,0.0,10,17.5,41,71.9,6,10.5,57
470980050260000,Sterling CUSD 5,,0.0,,0.0,,0.0,176,100.0,,0.0,176
470980060260000,Morrison CUSD 6,,0.0,4,2.9,109,79.0,25,18.1,,0.0,138
470980200020000,East Coloma - Nelson CESD 20,,0.0,,0.0,19,50.0,19,50.0,,0.0,38
470981450040000,Montmorency CCSD 145,,0.0,,0.0,,0.0,2,100.0,,0.0,2
470983010170000,Rock Falls Twp HSD 301,1,0.5,4,1.8,,0.0,213,97.7,,0.0,218
480720620020000,Pleasant Valley SD 62,,0.0,1,0.6,69,41.1,98,58.3,,0.0,168
480720630020000,Norwood ESD 63,1,5.9,,0.0,3,17.6,13,76.5,,0.0,17
480720660020000,Bartonville SD 66,,0.0,,0.0,15,31.3,33,68.8,,0.0,48
480720680020000,Oak Grove SD 68,,0.0,,0.0,6,37.5,10,62.5,,0.0,16
480720690020000,Pleasant Hill SD 69,,0.0,2,4.2,22,45.8,24,50.0,,0.0,48
