distID,District,County,white_district,black_district,hispanic_district,asian_district,nathawaiian_district,NativeAmerica_district,multi_district,lep_district,iiep_district,lowInc_district,home_district
050162190170000,Niles Twp CHSD 219,Cook,45.2,8.3,13.7,32,0.1,0.3,0.3,5.4,13.3,32.4,1.1
350501240020000,Peru ESD 124,La Salle,76.8,1.3,13.7,3,0.1,0.5,4.7,7.5,15.2,47.9,0.3
440630360020000,Harrison SD 36,McHenry,83.8,1,13.7,0.5,0,0.2,0.7,5.6,17.6,62.5,2.5
090101930170000,Rantoul Township HSD 193,Champaign,50.3,26.8,13.4,1.1,0,0,8.5,4.5,14.6,64.6,2.8
170640870250000,Bloomington SD 87,McLean,49.8,23.2,13.3,4.3,0.1,0.2,9.1,6.2,14.2,58,1.6
240471150260000,Yorkville CUSD 115,Kendall,73.3,5.4,13.3,1.7,0.1,0.1,6.1,3.2,9.8,23.9,1.2
310453010260000,Central CUSD 301,Kane,70.4,2.9,13.3,10.2,0.2,0.2,2.9,4.9,12,15.1,0.3
320462560040000,St Anne CCSD 256,Kankakee,65.5,3.8,13.3,0,0,0,17.4,1.8,10.3,68.1,1.5
060160910020000,Forest Park SD 91,Cook,23.5,52.4,13.1,3.5,0.1,0.3,7.2,6.9,16.7,38.3,1.9
280371900020000,Colona SD 190,Henry,82.1,0.6,13,0.4,0,0.4,3.4,0,18.3,61.3,3.4
350500400170000,Streator Twp HSD 40,La Salle,81.2,5.1,12.9,0.6,0,0,0.2,2.1,17.7,63.4,0.4
470712690040000,Eswood CCSD 269,Ogle,80,0,12.9,1.2,0,0,5.9,5.9,21.2,51.8,1.2
560990900020000,Taft SD 90,Will,78.8,4.1,12.8,1.2,0,0.3,2.9,4.7,17.4,48.8,0.6
490810410250000,Rock Island SD 41,Rock Island,44.7,33.7,12.7,5.7,0.2,0.2,2.8,9.3,14.5,67.8,1.6
070161680040000,CCSD 168,Cook,5.9,74.4,12.6,0.1,0.2,0.4,6.3,4.4,15.1,68.8,1.7
160194260260000,Hiawatha CUSD 426,Dekalb,82.9,0.7,12.6,0.5,0,0,3.3,2.2,11.7,51.4,7.9
300390950020000,Carbondale ESD 95,Jackson,32.6,44.6,12.6,3.7,0.1,0.4,6,12.8,12.3,46.2,8.4
340490790020000,Fremont SD 79,Lake,69.9,1.9,12.6,10.3,0.5,0.2,4.6,9.6,14,7.6,1.6
070161350020000,Orland SD 135,Cook,74.3,4.6,12.5,5.7,0,0.1,2.7,8.3,17.7,14.3,0.5
280372300260000,Wethersfield CUSD 230,Henry,78.2,3.1,12.5,0.7,0,0,5.6,0.8,11.3,47.6,0.8
050160700020000,Morton Grove SD 70,Cook,51,2.4,12.4,30.4,0.2,0.2,3.5,22.6,13,28.1,0.2
190220990160000,CHSD 99,Dupage,66.7,9.8,12.4,7.4,0.1,0.2,3.5,2,13.3,26.5,0.9
190220890040000,CCSD 89,Dupage,65.2,6,12.3,11.6,0,0.1,4.6,9.7,11.5,25,1.2
070161610020000,Flossmoor SD 161,Cook,19.5,63.5,12.2,0.9,0,0,3.8,4.1,13.4,47,2.3
440630030030000,Fox River Grove Cons SD 3,McHenry,82.3,0.2,12.2,1.9,0,0,3.4,8.6,16.8,18.3,0
060161070020000,Pleasantdale SD 107,Cook,74.9,1.9,12.1,7.3,0,0.1,3.6,7.6,7.4,13.1,0.5
470712230260000,Meridian CUSD 223,Ogle,82.8,0.8,12.1,0.6,0.1,0.4,3.1,3.7,11.8,34.5,0.2
060161060020000,LaGrange Highlands SD 106,Cook,82.7,0.7,12,2.7,0.1,0,1.8,4.6,15.2,6.3,0.1
070162300130000,Cons HSD 230,Cook,78,4.1,12,4.2,0.1,0.1,1.6,2.8,13.4,25.8,0.6
310453020260000,Kaneland CUSD 302,Kane,80.9,1.9,12,2.1,0,0.1,3,1.8,12.4,18.1,0.5
090101160220000,Urbana SD 116,Champaign,37.1,36.4,11.9,5,0.1,0.7,8.9,11.3,18.5,72.5,2.6
470980200020000,East Coloma - Nelson CESD 20,Whiteside,84.7,1.6,11.8,0,0,0,1.9,0,16.9,43,2.2
490810360020000,Carbon Cliff-Barstow SD 36,Rock Island,52.7,29.7,11.8,0,0,0,5.7,9.8,6.1,89.9,0.7
070161530020000,Homewood SD 153,Cook,34.9,46.9,11.7,0.4,0,0,6.2,2.2,15.7,39.6,2.6
070162310160000,Evergreen Park CHSD 231,Cook,50.7,33.3,11.7,1.5,0.1,0.8,1.9,1.4,14.1,33.8,1.1
190220630020000,Cass SD 63,Dupage,64.4,4.9,11.7,16,0,0.1,2.9,12.3,14.1,11.1,0
190220250020000,Benjamin SD 25,Dupage,75.5,1,11.6,8.7,0,0,3.2,7.1,15.3,7.7,0.7
330482050260000,Galesburg CUSD 205,Knox,64.2,13.3,11.6,0.6,0.1,0.1,10.1,2.9,15.3,68.5,0.7
340490720020000,Rondout SD 72,Lake,72.1,1.4,11.6,12.9,0,0,2,4.8,24.5,6.8,0
070161440020000,Prairie-Hills ESD 144,Cook,2.5,84.2,11.4,0.8,0,0.3,0.7,3.2,13.9,92.7,0.8
170534290040000,Pontiac CCSD 429,Livingston,78,2.6,11.4,0.5,0,0.3,7.1,0.1,21.1,64.2,3.6
350500090260000,Earlville CUSD 9,La Salle,86.2,0.2,11.4,0,0,0,2.1,0,19.3,53.1,1.6
56099201U260000,Crete Monee CUSD 201U,Will,24.3,59.5,11.4,0.9,0,0.2,3.8,1.4,16.2,69.5,3.6
190220340020000,Winfield SD 34,Dupage,79.7,2.1,11.3,2.1,0,0,4.8,4.8,14.6,24.8,0.9
470981450040000,Montmorency CCSD 145,Whiteside,85.6,0.9,11.3,0,0,0.6,1.5,0,16.9,29.1,0.9
070161180040000,Palos CCSD 118,Cook,80.8,1.3,11.2,3.6,0.1,0.4,2.7,6.8,16.2,29.7,0.5
24032060C040000,Saratoga CCSD 60C,Grundy,81.3,1.5,11.2,1.6,0.1,0.4,3.9,3.8,13.9,38.3,0.9
050160735020000,Skokie SD 73-5,Cook,41,9.1,11.1,32.9,0.1,0.5,5.4,16.7,16.4,38.8,0.3
060162000130000,Oak Park - River Forest SD 200,Cook,53.9,24.3,11.1,3.1,0,0.1,7.6,0.7,8.2,22.4,1.2
340490650020000,Lake Bluff ESD 65,Lake,74,2.1,11,6.1,0,0.9,5.9,9,10.9,10.8,0.2
350501200170000,La Salle-Peru Twp HSD 120,La Salle,83,2.8,11,0.8,0.2,0.3,1.9,1.5,13.5,42.1,1.3
190222040260000,Indian Prairie CUSD 204,Dupage,50.6,9.2,10.9,24.5,0.1,0.2,4.5,6.7,10.7,19.8,0.6
310453030260000,St Charles CUSD 303,Kane,79.3,1.5,10.9,5.7,0.1,0.3,2.3,4.6,13.3,17.3,0.6
560991610020000,Summit Hill SD 161,Will,77.5,5.2,10.8,3.9,0.1,0.2,2.3,3,12.6,4.8,0.4
070161525020000,Hazel Crest SD 152-5,Cook,1.4,88,10.6,0,0,0,0,0.2,12.5,98.8,10.4
190222020260000,Lisle CUSD 202,Dupage,66.7,9.6,10.6,7.4,0.1,0.4,5.3,3.6,16.7,35.6,1.3
340491170160000,CHSD 117,Lake,79.9,3.4,10.6,2.4,0.2,0.2,3.2,0.5,12.9,17.4,0.5
130950110040000,Irvington CCSD 11,Washington,80.7,7,10.5,0,0,0,1.8,1.8,17.5,63.2,15.8
24032024C040000,Nettle Creek CCSD 24C,Grundy,79.1,0,10.5,3.5,0,0,7,5.8,15.1,9.3,0
070162050170000,Thornton Twp HSD 205,Cook,0.7,87.5,10.4,0.5,0,0.3,0.6,4.7,17.7,85,2.3
190220580020000,Downers Grove GSD 58,Dupage,76.5,3.9,10.4,5.3,0,0.2,3.6,4.9,13.1,11.7,0.9
320460530020000,Bourbonnais SD 53,Kankakee,72,11.3,10.4,1.7,0,0.2,4.4,1.9,14.3,49.8,1.7
041011220220000,Harlem UD 122,Winnebago,77.7,4.8,10.3,1.5,0.1,0.4,5.1,3.5,15.5,53.1,2.2
080891450220000,Freeport SD 145,Stephenson,52.2,24,10.3,0.7,0.1,0.1,12.6,3.1,13.6,71.9,4.2
090100040260000,Champaign CUSD 4,Champaign,38.7,34.3,10.3,9.7,0.1,0.4,6.6,8,13.6,57.9,1.5
130141860020000,North Wamac SD 186,Clinton,80.6,0,10.1,0.7,0,0,8.6,0,28.1,89.9,3.6
440631580220000,Cons SD 158,McHenry,76.5,1.9,10.1,5.9,0.1,0.4,5.1,2.9,12.4,16.7,1
320380090260000,Iroquois County CUSD 9,Iroquois,83.9,1.9,9.9,1.3,0,0.2,2.9,2.1,14.2,63.2,0.3
480721500250000,Peoria SD 150,Peoria,23.3,56.5,9.9,1.6,0.2,0.4,8.1,5.3,17,75.4,3
340491280160000,CHSD 128,Lake,73.9,1.9,9.8,11.8,0.1,0.2,2.3,0.9,12.1,8.2,0.3
490810290020000,Hampton SD 29,Rock Island,82.1,5.6,9.8,0,0,0,2.6,0,15.8,33.3,0
560990920020000,Will County SD 92,Will,86,0.7,9.8,1.3,0.1,0.5,1.7,3,12.5,28.2,0
050160670020000,Golf ESD 67,Cook,49.8,2.5,9.7,36.3,0.2,0.2,1.5,8,12.2,32.5,0.5
070162100170000,Lemont Twp HSD 210,Cook,84,1,9.7,3.7,0,0.1,1.6,1.3,9.1,15.1,0.1
190220130020000,Bloomingdale SD 13,Dupage,71.6,0.8,9.7,15.7,0,0.6,1.6,3,14.3,10.9,0.3
190222030260000,Naperville CUSD 203,Dupage,65.7,4.9,9.7,15.4,0.1,0.2,4.1,5.3,10.3,17.6,0.7
310451010220000,Batavia USD 101,Kane,80.7,3.4,9.6,2.8,0.1,0.2,3.1,4,14.1,18.9,1
440631550160000,CHSD 155,McHenry,85.3,1.2,9.6,2.5,0,0.3,1,1,11.5,19.7,0.5
560990170020000,Channahon SD 17,Will,87.5,0.9,9.6,1.1,0,0.1,0.9,0.7,10.3,18.1,0.7
070161500020000,South Holland SD 150,Cook,0.8,86.5,9.5,0,0.1,0.1,3.1,0.9,10,44.1,29.7
350785350260000,Putnam County CUSD 535,Putnam,87.3,1,9.5,0.7,0.4,0,1.1,2.5,14.3,35,0.9
050160570020000,Mount Prospect SD 57,Cook,77.6,0.8,9.4,7.3,0,0,4.9,5.5,11.9,13,0.5
050160730020000,East Prairie SD 73,Cook,38.3,3.9,9.3,44.1,0.4,0.2,3.9,20.9,14.3,33,0.2
190221800040000,CCSD 180,Dupage,15,64.1,9.3,4.4,0.1,0,7.1,4.4,21.1,66.7,3.5
350501400170000,Ottawa Twp HSD 140,La Salle,84.9,2.1,9.2,0.9,0,0.4,2.4,0.8,15.8,37.9,0.8
56099033C040000,Homer CCSD 33C,Will,85.6,0.8,9.2,1.8,0.1,0.3,2.2,4.9,16,20.8,1.5
070161280020000,Palos Heights SD 128,Cook,87.9,1.6,9.1,0.8,0.1,0,0.4,6,13.7,10.3,4.4
320462580040000,St George CCSD 258,Kankakee,72.4,11.5,9.1,3.6,0,0,3.4,4.7,10.8,32.7,1.5
320462590040000,Pembroke CCSD 259,Kankakee,2.5,85.3,9.1,0,0,0,3.2,0.7,2.8,89.8,3.2
350501950040000,Wallace CCSD 195,La Salle,83.4,1.6,9.1,2.8,0,0.3,2.8,0,16.3,32.8,1.9
350502300040000,Rutland CCSD 230,La Salle,80.3,4.5,9.1,0,0,0,6.1,0,16.7,47,7.6
410570090260000,Granite City CUSD 9,Madison,71.7,13.3,9,0.7,0.2,0.7,4.4,2.3,20.4,70.4,8.3
07016113A020000,Lemont-Bromberek CSD 113A,Cook,83.2,0.8,9,4.8,0,0.1,2.1,6.8,10.1,19,0.3
060160900020000,River Forest SD 90,Cook,72.5,6.9,8.9,5.1,0,0.1,6.6,2.7,19.4,6.9,0.4
340490340040000,Antioch CCSD 34,Lake,79.3,3.2,8.9,3.3,0,0.3,4.9,3.7,12.1,27.7,0.4
56099207U260000,Peotone CUSD 207U,Will,87.2,0.9,8.9,1.2,0.1,0.2,1.4,1.1,16.7,27.6,0.9
340490360020000,Grass Lake SD 36,Lake,84.3,2.5,8.8,0.6,0,0.6,3.1,1.3,22.6,35.2,3.1
560991140020000,Manhattan SD 114,Will,88.1,0.9,8.8,0.5,0,0.1,1.6,1.2,15.2,16.9,0.1
350500010260000,Leland CUSD 1,La Salle,90.9,0,8.7,0.4,0,0,0,0.4,18.1,48.2,2.9
190220120020000,Roselle SD 12,Dupage,81.6,1.7,8.6,4.3,0.1,0,3.6,12.5,10.4,27.8,1.2
350500650040000,Allen-Otter Creek CCSD 65,La Salle,88.2,3.2,8.6,0,0,0,0,0,20.4,33.3,1.1
280060940040000,Ladd CCSD 94,Bureau,88.3,0.4,8.5,0.9,0.9,0,0.9,0.9,12.6,37.7,0.9
560990910020000,Lockport SD 91,Will,84.4,0.3,8.5,0.6,0.2,0,6.1,2,17.4,31.8,0.8
050162250170000,Northfield Twp HSD 225,Cook,70.5,1.3,8.4,16.9,0.1,0.1,2.8,2.5,12.6,16,0.3
320460050260000,Manteno CUSD 5,Kankakee,83.2,3.6,8.4,1,0,0.4,3.4,1.1,17,37.2,1.4
540921180240000,Danville CCSD 118,Vermilion,43.2,39.8,8.3,0.9,0.1,0.4,7.3,2.7,15.1,81.4,2.2
310453040260000,Geneva CUSD 304,Kane,85.7,0.4,8.2,3,0,0.1,2.7,1.6,14.7,5.2,0.3
530906060040000,Spring Lake CCSD 606,Tazewell,88.2,0,8.2,0,0,0,3.5,0,18.8,55.3,0
170534260040000,Cornell CCSD 426,Livingston,86.5,3.6,8.1,0,0,0,1.8,0,17.1,51.4,0
190220620020000,Gower SD 62,Dupage,63.4,3.6,8.1,14.7,0,0,10.2,4.5,12.3,13.1,0.6
300391650160000,Carbondale CHSD 165,Jackson,54.8,29.2,8.1,5,0.1,0.1,2.6,2,14,54.7,3
340490960040000,Kildeer Countryside CCSD 96,Lake,58,1.1,8.1,26.5,0,0.1,6.3,11.1,11.6,9,0
470712200260000,Oregon CUSD 220,Ogle,87.4,0.7,8.1,0.8,0.1,0.3,2.5,1.6,13.1,47.4,0.3
070161590020000,ESD 159,Cook,2.7,84.1,7.9,0.6,0.1,0.1,4.5,4.7,12.7,67.9,2
130140630020000,Albers SD 63,Clinton,89.5,0,7.9,0,0,0,2.6,2.6,11.5,23,4.7
500821050020000,Pontiac-W Holliday SD 105,Saint Clair,38.1,42.7,7.9,2.7,0,0.1,8.4,1.4,13.5,47.6,1.5
160194290260000,Hinckley Big Rock CUSD 429,Dekalb,88.7,0.4,7.8,1,0.3,0.1,1.6,0,17.8,23.6,0.1
340490330020000,Emmons SD 33,Lake,83.8,3.6,7.8,1,2.9,0.3,0.6,1,11.7,11.4,0
500821040020000,Central SD 104,Saint Clair,51,29.1,7.8,1.9,0,0,10.3,3,16.2,58.6,8.4
440630020030000,Nippersink SD 2,McHenry,87.4,0.6,7.7,1.7,0.1,0,2.5,1.6,12.2,23.2,0.2
560991220020000,New Lenox SD 122,Will,87.8,1.2,7.7,0.9,0.1,0.2,2,0.3,13.2,16.8,0.3
070161400020000,Kirby SD 140,Cook,81,2.7,7.5,4.7,0.1,0.1,4,2.9,14.6,15.2,0.4
320463070160000,Bradley Bourbonnais CHSD 307,Kankakee,75.2,11.4,7.5,2.5,0.6,0.1,2.6,1.1,15,42.7,1.5
350501500020000,Marseilles ESD 150,La Salle,88.3,0.8,7.5,0.3,0.2,1.4,1.5,1.7,13.8,62.5,3.9
24032072C040000,Gardner CCSD 72C,Grundy,89,0,7.5,0,0,0,3.5,0,21,47.5,1.5
050160250020000,Arlington Heights SD 25,Cook,78.3,0.9,7.4,10,0.1,0.3,2.8,8.7,14.9,3.4,0.4
050160640040000,Park Ridge CCSD 64,Cook,85.8,0.4,7.4,3.7,0.1,0,2.6,5.6,14.5,9.4,0.2
170530900170000,Pontiac Twp HSD 90,Livingston,85.6,2.9,7.4,0.4,0,0.4,3.2,0,11.6,38.3,2.8
340490950260000,Lake Zurich CUSD 95,Lake,80.9,1.2,7.4,7.8,0.1,0.8,1.9,5.2,13.3,15.1,0.3
340490240040000,Millburn CCSD 24,Lake,77.6,1.7,7.3,8,0,0.1,5.3,2.9,12.1,3.9,0.3
350502100040000,Miller Twp CCSD 210,La Salle,90.3,0,7.2,1.4,0,0,1,0,13,23.2,0
470522710260000,Paw Paw CUSD 271,Lee,86.9,3.6,7.2,0,0,0.5,1.8,0.9,14,44.8,1.4
340491250130000,Adlai E Stevenson HSD 125,Lake,66.2,1.8,7.1,21.9,0.1,0.2,2.7,1.9,6.2,0.1,0.1
500820190260000,Mascoutah CUD 19,Saint Clair,70.7,10.3,7.1,1.9,0.8,0.7,8.5,0.5,14.9,24.6,0.2
050160740020000,Lincolnwood SD 74,Cook,52.8,1.1,7,37.3,0,0.9,0.8,17.8,13.5,10.5,0.2
440630460030000,Prairie Grove CSD 46,McHenry,88.2,1,7,0.9,0,0.4,2.5,2.5,19.4,22.3,1.5
041011400040000,Rockton SD 140,Winnebago,86.5,2,6.9,1.6,0,0.4,2.7,1,11.9,30.2,0.5
440631570160000,Richmond-Burton CHSD 157,McHenry,90.8,0.1,6.9,1.2,0,0,1.1,0.5,8.6,12,0.1
130140030260000,Wesclin CUSD 3,Clinton,87,1.9,6.8,1.1,0.1,0,3.2,2.1,19.1,38.9,2
190220860170000,Hinsdale Twp HSD 86,Dupage,68.3,9.1,6.8,13,0.1,0.2,2.5,1.1,11.5,16.8,1.1
160194270260000,Sycamore CUSD 427,Dekalb,83.2,3.3,6.7,1.9,0.1,0.5,4.3,2.5,12.8,27,0.5
160194320260000,Somonauk CUSD 432,Dekalb,91.3,0.5,6.7,0.4,0,0.4,0.8,0.1,14.3,27.5,0.4
350501600170000,Seneca Twp HSD 160,La Salle,91.3,0.9,6.7,0,0,0.2,0.9,0,10.8,35.6,0.4
170640050260000,McLean County USD 5,McLean,66.9,11.6,6.6,8.5,0.1,0.3,5.9,4.1,14.3,32.7,1
56099157C040000,Frankfort CCSD 157C,Will,81.7,5.6,6.6,3,0,0,3.1,1,13.3,4.3,0.2
070161630020000,Park Forest SD 163,Cook,3.4,84,6.5,0.2,0.2,0.1,5.6,0.2,3.1,85.5,1.9
400070420260000,Brussels CUSD 42,Calhoun,88.7,0,6.5,0,0,0,4.8,0,15.3,51.6,2.4
480720690020000,Pleasant Hill SD 69,Peoria,67,23,6.5,1.5,0.4,0.8,0.8,0.8,18.4,79.7,15.3
070162330160000,Homewood Flossmoor CHSD 233,Cook,21.3,66.9,6.4,1,0.1,0,4.2,0.3,14.9,23.5,1.8
130140120040000,Breese ESD 12,Clinton,91.3,0,6.4,0,0,0.5,1.9,3.3,18.8,38.4,2.5
190220660020000,Center Cass SD 66,Dupage,72.7,3.8,6.4,8.6,0.2,0,8.2,6.4,7.4,14.6,0.4
500821160020000,High Mount SD 116,Saint Clair,50.9,33.3,6.4,0.2,0.6,0.4,8.1,0.2,15.6,73.9,11.5
080083140260000,West Carroll CUSD 314,Carroll,88.6,2.5,6.3,0.9,0.3,0.5,1,1.6,18.7,60.4,0.3
190221810040000,Hinsdale CCSD 181,Dupage,77.6,1,6.3,11.1,0,0.1,4,3.1,11.6,3.2,0.1
340491020040000,Aptakisic-Tripp CCSD 102,Lake,54.4,1.2,6.3,35.2,0,0.2,2.7,20.6,12.6,12,0
340499000250000,Prairie Crossing Charter School,Lake,66.6,3,6.3,18.2,0,0.3,5.6,4.6,13.9,2.8,0
470712220260000,Polo CUSD 222,Ogle,90.2,0.5,6.3,0.3,0,0.3,2.3,0,11.3,44.7,0
540920070260000,Rossville-Alvin CUSD 7,Vermilion,89.4,1,6.3,0.3,0,0.7,2.3,0.3,11,48.2,6.6
560992030040000,Elwood CCSD 203,Will,88.9,3.4,6.3,0.3,0,0.8,0.3,0,12.6,33.9,0
041011310040000,Kinnikinnick CCSD 131,Winnebago,84.9,1.7,6.2,2.5,0,0.6,4.1,0.7,16.4,27.1,0.2
060160970020000,Oak Park ESD 97,Cook,56.7,21.3,6.2,4.4,0.2,0.1,11.2,2.3,14.7,22.2,1.7
350501850040000,Waltham CCSD 185,La Salle,91.3,1.3,6.1,0.9,0,0,0.4,0,5.7,13.1,3.1
440630120260000,Johnsburg CUSD 12,McHenry,91,0.5,6.1,1,0,0,1.4,1.6,13.1,29.8,1.5
300391400040000,Unity Point CCSD 140,Jackson,61,15,6,13.1,0.7,1.4,2.7,11.7,13.1,54.9,3.5
041012070160000,Hononegah CHD 207,Winnebago,87,1.6,5.9,2.2,0.2,0.3,2.7,0.2,11.5,23.1,0.1
070161690020000,Ford Heights SD 169,Cook,0,94.1,5.9,0,0,0,0,0.2,12.6,94.6,4.6
470521700220000,Dixon USD 170,Lee,81.5,2.5,5.9,1,0,0.2,8.9,1.5,15.4,53.7,1.2
470712260260000,Byron CUSD 226,Ogle,87.7,0.9,5.9,0.7,0,0.4,4.4,0.3,14.6,27.5,0.5
041013230260000,Winnebago CUSD 323,Winnebago,85.8,3.9,5.6,0.6,0,0.8,3.3,1.7,15.6,31.5,0.3
280065050160000,Ohio CHSD 505,Bureau,94.4,0,5.6,0,0,0,0,0,22.2,33.3,2.8
350500020260000,Serena CUSD 2,La Salle,90.3,1.6,5.6,0,0.1,0.3,2.1,0,16.4,40.7,0.6
530900500020000,District 50 Schools,Tazewell,87.3,0.9,5.6,0.4,0,0,5.8,0.4,18.6,64.3,0.6
090101300040000,Thomasboro CCSD 130,Champaign,72.7,10.3,5.5,0,0,0,11.5,2.4,19.4,72.7,7.9
240320010260000,Coal City CUSD 1,Grundy,90.6,0.5,5.5,0.5,0,0.1,2.8,0.6,12.8,31.2,0.7
320380040260000,Central CUSD 4,Iroquois,89.7,1.2,5.5,0.4,0.1,0.2,2.9,0.1,13.8,42.8,0.7
350500790040000,Tonica CCSD 79,La Salle,93.1,0,5.5,0.9,0,0,0.5,0.9,9.6,31.7,0
090270100260000,Paxton-Buckley-Loda CUD 10,Ford,91.6,0.8,5.4,0.6,0.4,0.1,1.1,1.9,16.4,48.7,1.2
280060170040000,Ohio CCSD 17,Bureau,93.2,0,5.4,0,0,0,1.4,0,27,45.9,0
531020060260000,Fieldcrest CUSD 6,Woodford,88.6,0.3,5.4,0.4,0,0,5.2,0.9,13.1,50.4,0.3
350501700040000,Seneca CCSD 170,La Salle,93.5,0,5.3,0.4,0,0,0.8,0,12.8,34.1,1.6
540920760260000,Oakwood CUSD 76,Vermilion,89,0.7,5.3,0.5,0.1,0,4.4,0.2,11.4,47.6,4.8
470522750260000,Ashton-Franklin Center CUSD 275,Lee,90.6,2.3,5.2,0.6,0.2,0.2,1,0.6,11.1,40.3,0.2
500820850020000,Shiloh Village SD 85,Saint Clair,71,17.2,5.2,2.9,0.9,0.9,1.9,0.3,17.6,36.7,6.4
300391860260000,Murphysboro CUSD 186,Jackson,70.6,17,5.1,0.3,0,0.2,6.7,1.2,21.7,97.5,5.2
050160390020000,Wilmette SD 39,Cook,77.7,0.7,5,10,0,0,6.5,2.9,12.3,3.6,0.4
280063030260000,La Moille CUSD 303,Bureau,90.4,1.1,5,0.8,0,0,2.7,0,18.8,48.7,0.8
080892000260000,Pearl City CUSD 200,Stephenson,93.1,0.4,4.9,0.4,0,0,1.2,2.4,9.9,30.2,0.2
170200150260000,Clinton CUSD 15,Dewitt,90.4,0.6,4.9,0.5,0.2,0.3,3.3,0.6,18.4,51,0.5
190220530020000,Butler SD 53,Dupage,46.8,1.6,4.9,41.8,0.6,0,4.3,3.9,13,1.2,0
560991590020000,Mokena SD 159,Will,88.4,1.5,4.9,1.9,0,0.2,3.1,4.6,12.8,21.5,0.6
560992100160000,Lincoln Way CHSD 210,Will,84.4,2.9,4.9,1.7,0,0.3,5.7,0.6,11.5,9.9,0.2
130140460020000,Willow Grove SD 46,Clinton,88.7,2.7,4.8,0.5,0,0,3.2,1.6,25.3,65.6,12.4
350500820040000,Deer Park CCSD 82,La Salle,95.2,0,4.8,0,0,0,0,0,11.5,16.3,0
350501750040000,Dimmick CCSD 175,La Salle,93.9,0,4.8,0,0.7,0,0.7,4.8,9.5,10.2,1.4
130410080040000,Ina CCSD 8,Jefferson,92.5,0.9,4.7,0,0,0,1.9,0,12.1,63.6,13.1
530900760020000,Creve Coeur SD 76,Tazewell,89,3.3,4.7,0.3,0,0.2,2.5,0,23,79.7,0.8
531020210260000,Lowpoint-Washburn CUSD 21,Woodford,92.2,1.3,4.7,0,0,0,1.8,0,17.1,54.4,1.3
170540880020000,New Holland-Middletown ED 88,Logan,93.5,0,4.6,0.9,0,0.9,0,0,12,63.9,5.6
490812000260000,Sherrard CUSD 200,Rock Island,89.7,1.3,4.6,0.7,0,0.1,3.6,0.2,12.4,37.1,1.1
070162270170000,Rich Twp HSD 227,Cook,3.4,89.7,4.5,0.2,0.2,0.3,1.8,6,19.9,80.2,2.8
170530740270000,Flanagan-Cornell Dist 74,Livingston,91.1,1.5,4.5,0.6,0,0,2.4,0,15.5,36,0.3
500821130020000,Wolf Branch SD 113,Saint Clair,70.6,16.3,4.5,3.5,0.2,0,4.9,1.1,11.7,16.4,0
500821180020000,Belleville SD 118,Saint Clair,47.1,40.8,4.5,0.4,0.4,0.1,6.8,0.4,20.2,66.1,5.2
500822030170000,O Fallon Twp HSD 203,Saint Clair,66.5,19.6,4.5,2.6,0.1,0.2,6.5,0.2,12.7,23.5,0.3
530900860020000,East Peoria SD 86,Tazewell,87,1.8,4.5,0.5,0.1,0.4,5.7,0.8,18,55.1,1
240470900040000,Lisbon CCSD 90,Kendall,93,0.9,4.4,0,0,0,1.8,0,6.1,23.7,0
470522720260000,Amboy CUSD 272,Lee,95.2,0.3,4.4,0,0,0.1,0,0.1,11.4,40.2,0.7
500820900040000,O Fallon CCSD 90,Saint Clair,68.4,18,4.4,2.5,0.1,0.1,6.4,0.4,15.3,24.3,0.3
24032002C020000,Mazon-Verona-Kinsman ESD 2C,Grundy,92.8,1.9,4.4,0.3,0,0.6,0,0.3,16.9,33.2,0.6
170532300170000,Dwight Twp HSD 230,Livingston,94.1,0.3,4.3,0.3,0.7,0.3,0,0,10.5,38.2,2.6
300391300040000,Giant City CCSD 130,Jackson,78,6.7,4.3,4.7,0,0,6.3,2,13,37.8,5.1
300391760260000,Trico CUSD 176,Jackson,93,0.1,4.3,0,0,0,2.6,0.9,20.1,58.2,2.1
17053006J260000,Tri Point CUSD 6-J,Livingston,90.4,2.1,4.3,0.7,0,1.1,1.4,0,19.6,63.8,4.8
240470660040000,Newark CCSD 66,Kendall,91.7,1.7,4.2,0,0,0,2.5,1.7,14.2,23.3,0
450791390260000,Chester CUSD 139,Randolph,90.2,3.4,4.2,0.2,0.1,0,1.8,0.8,12.8,55.9,6.2
041013210260000,Pecatonica CUSD 321,Winnebago,91.5,0.7,4.1,1,0,0.7,2,0.1,13.2,20.1,0.8
050160280020000,Northbrook SD 28,Cook,80.2,0.5,4.1,10.5,0,0.4,4.2,5.2,12.7,7.5,0.4
070161620020000,Matteson ESD 162,Cook,3,91.7,4.1,0.9,0.1,0,0.2,0.8,15.1,79.2,1.7
280372280260000,Geneseo CUSD 228,Henry,92.8,0.1,4.1,1,0,0.3,1.7,0,11,27.1,1.2
320460060260000,Grant Park CUSD 6,Kankakee,88.5,0,4.1,0,0,0,7.4,0,13.3,35.2,4.1
470980060260000,Morrison CUSD 6,Whiteside,93.2,0.5,4.1,0.2,0,0,2,0,14.3,42.7,0.5
041011330040000,Prairie Hill CCSD 133,Winnebago,88.8,1.1,4,4.3,0.1,0.4,1.3,1.2,5.6,18.6,0
050160300020000,Northbrook/Glenview SD 30,Cook,66.3,0.6,4,26.3,0,0.2,2.6,6.7,16.3,2.6,0.3
080432100260000,River Ridge CUSD 210,Jo Daviess,89.6,1.5,4,0.4,0,0.4,4,0.8,18,48.9,0.4
