"distID","District.x","County","white_district","black_district","hispanic_district","asian_district","nathawaiian_district","NativeAmerica_district","multi_district","lep_district","iiep_district","lowInc_district","home_district","distEnroll","Expulsion_w_services","EWS_perc","Expulsion_no_services","ENS_perc","In_school","IS_perc","Out_of_school","OOS_perc","Transfer_to_alt","TTA_perc","total","total_perc"
"130587220260000","Odin PSD 722","Marion",93.8,2,1.3,0,0,0,3,0,14.5,68.8,10.9,304,,0,1,0.9,93,83.8,17,15.3,,0,111,36.5
"130950010040000","Oakdale CCSD 1","Washington",95.9,0,0,0,0,0,4.1,0,10.8,41.9,0,74,,,,,,,,,,,,
"130950100260000","West Washington Co CUD 10","Washington",95.5,0,2.1,0.2,1.3,0,0.9,0.5,16.3,32.5,5.5,560,,0,,0,4,40,6,60,,0,10,1.8
"130950110040000","Irvington CCSD 11","Washington",80.7,7,10.5,0,0,0,1.8,1.8,17.5,63.2,15.8,57,,,,,,,,,,,,
"130950150040000","Ashley CCSD 15","Washington",96,1.3,2.7,0,0,0,0,0,15.4,63.8,8.1,149,,0,,0,10,55.6,8,44.4,,0,18,12.1
"130950290030000","Hoyleton Cons SD 29","Washington",88.9,5.6,0,0,0,0,5.6,0,37,72.2,7.4,54,,,,,,,,,,,,
"130950490040000","Nashville CCSD 49","Washington",94.9,1.1,1.8,0.7,0,0.2,1.3,0,14.8,40.8,4.2,549,,,,,,,,,,,,
"130950990160000","Nashville CHSD 99","Washington",90.7,4.2,1.7,0.2,0,0,3.2,0.5,16.9,28.2,2.2,408,,0,,0,13,59.1,9,40.9,,0,22,5.4
"150162990250000","City of Chicago SD 299","Cook",9.5,39.6,45.6,3.6,0.2,0.3,1.2,17.8,14,86.9,4.6,397833,77,0.1,37,0.1,39721,56,31078,43.8,69,0.1,70982,17.8
"150169000250000","Horizon Science Acad-McKinley Pk","Cook",5.3,7.1,84.1,0.9,0,0.7,1.8,33.5,7.5,87.9,1.1,,,,,,,,,,,,,
"150169010250000","Horizon Science Acad-Belmont","Cook",1.4,75.1,21.6,0,0,0,1.9,14.4,11.6,95.6,3.3,,,,,,,,,,,,,
"160194240260000","Genoa Kingston CUSD 424","Dekalb",81.8,1.4,15.6,0.7,0.2,0,0.3,6.3,10.5,40.7,0.2,1772,,0,,0,13,34.2,25,65.8,,0,38,2.1
"160194250260000","Indian Creek CUSD 425","Dekalb",94.3,1.3,2.9,0.3,0,0,1.2,1.2,14.1,31.3,2.3,750,,0,,0,38,46.9,43,53.1,,0,81,10.8
"160194260260000","Hiawatha CUSD 426","Dekalb",82.9,0.7,12.6,0.5,0,0,3.3,2.2,11.7,51.4,7.9,580,,0,,0,88,72.1,34,27.9,,0,122,21
"160194270260000","Sycamore CUSD 427","Dekalb",83.2,3.3,6.7,1.9,0.1,0.5,4.3,2.5,12.8,27,0.5,3776,,0,,0,176,62.6,105,37.4,,0,281,7.4
"160194280260000","DeKalb CUSD 428","Dekalb",51.8,17.1,24.3,1.7,0,0.4,4.6,10.3,15.6,58.7,2.2,6336,1,0.1,1,0.1,668,56.2,518,43.6,,0,1188,18.8
"160194290260000","Hinckley Big Rock CUSD 429","Dekalb",88.7,0.4,7.8,1,0.3,0.1,1.6,0,17.8,23.6,0.1,692,,0,,0,3,13.6,19,86.4,,0,22,3.2
"160194300260000","Sandwich CUSD 430","Dekalb",82.8,0.2,15,1.2,0,0,0.7,4,14.6,42.7,1.7,2151,,0,,0,124,63.3,72,36.7,,0,196,9.1
"160194320260000","Somonauk CUSD 432","Dekalb",91.3,0.5,6.7,0.4,0,0.4,0.8,0.1,14.3,27.5,0.4,795,,0,2,4.3,18,39.1,26,56.5,,0,46,5.8
"170200150260000","Clinton CUSD 15","Dewitt",90.4,0.6,4.9,0.5,0.2,0.3,3.3,0.6,18.4,51,0.5,1991,,0,,0,,0,1,100,,0,1,0.1
"170200180260000","Blue Ridge CUSD 18","Dewitt",94.1,0.7,2.1,0.2,0,0.6,2.1,0,10.1,46.9,3.5,803,,0,,0,84,60.9,54,39.1,,0,138,17.2
"170530050260000","Woodland CUSD 5","Livingston",96.5,0.2,0.8,0.4,0,0,2.1,0.6,18.1,48.5,0,513,,0,,0,,0,17,100,,0,17,3.3
"17053006J260000","Tri Point CUSD 6-J","Livingston",90.4,2.1,4.3,0.7,0,1.1,1.4,0,19.6,63.8,4.8,439,,0,,0,17,48.6,18,51.4,,0,35,8
"170530080260000","Prairie Central CUSD 8","Livingston",89.8,1.2,3.3,0.5,0.1,0.3,4.7,0.4,15.1,44.9,1,2128,,0,,0,3,5.7,50,94.3,,0,53,2.5
"170530740270000","Flanagan-Cornell Dist 74","Livingston",91.1,1.5,4.5,0.6,0,0,2.4,0,15.5,36,0.3,336,,0,,0,9,45,11,55,,0,20,6
"170530900170000","Pontiac Twp HSD 90","Livingston",85.6,2.9,7.4,0.4,0,0.4,3.2,0,11.6,38.3,2.8,713,,0,,0,8,14,49,86,,0,57,8
"170532300170000","Dwight Twp HSD 230","Livingston",94.1,0.3,4.3,0.3,0.7,0.3,0,0,10.5,38.2,2.6,304,,0,1,2.4,25,61,15,36.6,,0,41,13.5
"170532320020000","Dwight Common SD 232","Livingston",94.7,0.2,3.9,0.4,0,0.2,0.7,0.5,14.1,42.7,0.5,569,1,6.7,,0,5,33.3,9,60,,0,15,2.6
"170534250040000","Rooks Creek CCSD 425","Livingston",96.2,0,0,0,0,0,3.8,0,19.2,19.2,0,52,,,,,,,,,,,,
"170534260040000","Cornell CCSD 426","Livingston",86.5,3.6,8.1,0,0,0,1.8,0,17.1,51.4,0,111,,,,,,,,,,,,
"170534290040000","Pontiac CCSD 429","Livingston",78,2.6,11.4,0.5,0,0.3,7.1,0.1,21.1,64.2,3.6,1284,,0,,0,33,35.9,59,64.1,,0,92,7.2
"170534350040000","Odell CCSD 435","Livingston",96.7,0,2.7,0,0,0,0.7,0,12.7,52,0.7,150,,0,,0,3,20,12,80,,0,15,10
"170534380040000","Saunemin CCSD 438","Livingston",88.1,0,2.5,0,0,0,9.3,0,10.2,47.5,0,118,,,,,,,,,,,,
"170540210260000","Hartsburg Emden CUSD 21","Logan",98.7,0.4,0.9,0,0,0,0,0,6.2,50,0.9,226,,,,,,,,,,,,
"170540230260000","Mt Pulaski CUSD 23","Logan",95.6,1.3,2.2,0.2,0,0,0.7,0.4,12.8,41.2,4,546,,0,,0,8,18.6,35,81.4,,0,43,7.9
"170540270020000","Lincoln ESD 27","Logan",89,3.4,0.7,0.4,0,0.1,6.4,0.3,16.2,76.6,1.4,1238,,0,,0,326,80.9,77,19.1,,0,403,32.6
"170540610040000","Chester-East Lincoln CCSD 61","Logan",92.6,1.8,1.1,0,0,0,4.6,0,18,37.8,0.4,283,,,,,,,,,,,,
"170540880020000","New Holland-Middletown ED 88","Logan",93.5,0,4.6,0.9,0,0.9,0,0,12,63.9,5.6,108,,0,,0,13,81.3,3,18.8,,0,16,14.8
"170540920040000","West Lincoln-Broadwell ESD 92","Logan",86.1,2.2,2.2,2.2,0.6,0,6.7,0.6,12.8,31.1,1.1,180,,,,,,,,,,,,
"170544040160000","Lincoln CHSD 404","Logan",90,3.6,1.4,1.3,0.3,0.5,2.9,0.3,12.5,43.7,0.9,862,,0,,0,829,74.8,279,25.2,,0,1108,128.5
"170640020260000","LeRoy CUSD 2","McLean",95.6,0.8,1.4,0.4,0,0.3,1.6,0.1,12.6,27.2,0.5,791,,0,,0,,0,3,100,,0,3,0.4
"170640030260000","Tri Valley CUSD 3","McLean",95.6,1.1,1.3,1.2,0.1,0.5,0.2,0.1,13.5,8.3,0.3,1001,,0,,0,,0,2,100,,0,2,0.2
"170640040260000","Heyworth CUSD 4","McLean",93.1,0.6,3.1,0.2,0,0,3,0.1,13.4,29.3,2.2,976,,0,,0,7,31.8,15,68.2,,0,22,2.3
"170640050260000","McLean County USD 5","McLean",66.9,11.6,6.6,8.5,0.1,0.3,5.9,4.1,14.3,32.7,1,13696,4,0.3,18,1.4,416,32.7,834,65.6,,0,1272,9.3
"170640070260000","Lexington CUSD 7","McLean",95.5,0,0.4,0.4,0,0.2,3.5,0.4,13.7,23.9,2.2,510,,0,,0,1,8.3,11,91.7,,0,12,2.4
"170640160260000","Olympia CUSD 16","McLean",93.5,0.8,2.2,0.4,0.2,0,2.8,0.1,15,38.9,0.7,1872,,0,,0,147,80.8,35,19.2,,0,182,9.7
"170640190260000","Ridgeview CUSD 19","McLean",92,2,3.8,0,0,0.5,1.7,0.2,10.5,45.5,3,602,,0,,0,1,25,3,75,,0,4,0.7
"170640870250000","Bloomington SD 87","McLean",49.8,23.2,13.3,4.3,0.1,0.2,9.1,6.2,14.2,58,1.6,5518,,0,,0,403,35.1,746,64.9,,0,1149,20.8
"190220020020000","Bensenville SD 2","Dupage",23.4,3.2,67.5,3.3,0,0,2.6,36.7,13.9,73.8,0.5,2151,,0,,0,99,92.5,7,6.5,1,0.9,107,5
"190220040020000","Addison SD 4","Dupage",23.2,2,69.1,3.8,0,0.5,1.4,31.4,14.1,72.6,1.2,4299,,,,,,,,,,,,
"190220070020000","Wood Dale SD 7","Dupage",40.8,2.4,48.2,6,0.1,0.2,2.3,28.9,9.5,62.5,1.2,1204,,0,,0,25,59.5,17,40.5,,0,42,3.5
"190220100020000","Itasca SD 10","Dupage",72.6,1,15.1,9.5,0,0.3,1.4,7.3,12.3,14.1,0.5,987,,0,,0,12,75,4,25,,0,16,1.6
"190220110020000","Medinah SD 11","Dupage",63.3,5.9,19.9,5,0.2,0,5.6,16.6,12.6,36.5,0.5,657,,,,,,,,,,,,
"190220120020000","Roselle SD 12","Dupage",81.6,1.7,8.6,4.3,0.1,0,3.6,12.5,10.4,27.8,1.2,695,,0,,0,,0,4,100,,0,4,0.6
"190220130020000","Bloomingdale SD 13","Dupage",71.6,0.8,9.7,15.7,0,0.6,1.6,3,14.3,10.9,0.3,1244,,0,,0,,0,7,100,,0,7,0.6
"190220150020000","Marquardt SD 15","Dupage",21.5,13.6,50.9,11.5,0,0.6,1.9,25.3,12,75.3,1.2,2718,,0,,0,250,74.4,85,25.3,1,0.3,336,12.4
"190220160020000","Queen Bee SD 16","Dupage",20.6,6.1,48.3,23.6,0.1,0.2,1.2,36.2,12.5,65.6,0.6,1927,,0,,0,21,75,7,25,,0,28,1.5
"190220200020000","Keeneyville SD 20","Dupage",38.8,13.8,32.5,9.5,0,1.8,3.6,19.1,15.7,50.7,2.2,1512,,0,,0,127,70.9,48,26.8,4,2.2,179,11.8
"190220250020000","Benjamin SD 25","Dupage",75.5,1,11.6,8.7,0,0,3.2,7.1,15.3,7.7,0.7,691,,0,,0,15,88.2,2,11.8,,0,17,2.5
"190220330020000","West Chicago ESD 33","Dupage",16.9,2.2,77.8,1.9,0.1,0,1.2,55,15.7,68,1.1,4526,,0,,0,,0,6,100,,0,6,0.1
"190220340020000","Winfield SD 34","Dupage",79.7,2.1,11.3,2.1,0,0,4.8,4.8,14.6,24.8,0.9,335,,0,,0,3,75,1,25,,0,4,1.2
"190220410020000","Glen Ellyn SD 41","Dupage",66,4.1,14.1,12.3,0,0.2,3.3,14.3,11.3,25.7,1.3,3451,,0,,0,72,49.7,73,50.3,,0,145,4.2
"190220440020000","Lombard SD 44","Dupage",62.2,6.6,15.6,11.7,0.2,0.2,3.5,11.4,13.6,36.3,1.9,3184,,0,,0,84,72.4,32,27.6,,0,116,3.6
"190220450020000","SD 45 DuPage County","Dupage",45.4,7.4,35.8,7.2,0.2,0.6,3.4,20.6,17.5,53.3,0.8,3426,,0,,0,87,57.2,65,42.8,,0,152,4.4
"190220480020000","Salt Creek SD 48","Dupage",58.1,8.9,16,14.3,0.2,0,2.5,9.5,11.6,44.4,0.6,482,,0,,0,,0,2,100,,0,2,0.4
"190220530020000","Butler SD 53","Dupage",46.8,1.6,4.9,41.8,0.6,0,4.3,3.9,13,1.2,0,491,,0,,0,1,100,,0,,0,1,0.2
"190220580020000","Downers Grove GSD 58","Dupage",76.5,3.9,10.4,5.3,0,0.2,3.6,4.9,13.1,11.7,0.9,5191,,0,,0,90,90,10,10,,0,100,1.9
"190220600020000","Maercker SD 60","Dupage",45.3,10.7,15.8,23.7,0.1,0.3,4.1,15.4,9.1,41.3,0.7,1335,,0,1,1.9,35,64.8,18,33.3,,0,54,4
"190220610020000","Darien SD 61","Dupage",54.5,14.3,20,8.3,0.1,0.1,2.7,13.1,15.8,44.4,2.7,1568,,,,,,,,,,,,
"190220620020000","Gower SD 62","Dupage",63.4,3.6,8.1,14.7,0,0,10.2,4.5,12.3,13.1,0.6,830,,0,,0,5,62.5,3,37.5,,0,8,1
"190220630020000","Cass SD 63","Dupage",64.4,4.9,11.7,16,0,0.1,2.9,12.3,14.1,11.1,0,781,,0,,0,1,7.7,10,76.9,2,15.4,13,1.7
"190220660020000","Center Cass SD 66","Dupage",72.7,3.8,6.4,8.6,0.2,0,8.2,6.4,7.4,14.6,0.4,996,,0,,0,11,91.7,1,8.3,,0,12,1.2
"190220680020000","Woodridge SD 68","Dupage",44.4,13.7,30.2,6.7,0.2,0.2,4.6,18.2,13.2,51.9,1.2,3070,,0,,0,168,72.1,62,26.6,3,1.3,233,7.6
"190220860170000","Hinsdale Twp HSD 86","Dupage",68.3,9.1,6.8,13,0.1,0.2,2.5,1.1,11.5,16.8,1.1,4407,,0,,0,,0,168,100,,0,168,3.8
"190220870170000","Glenbard Twp HSD 87","Dupage",52.8,8,21.1,14.5,0.1,0.6,2.9,3.5,12.8,34.6,0.9,8288,,0,3,0.1,2324,88.9,288,11,,0,2615,31.6
"190220880160000","DuPage HSD 88","Dupage",41.8,6.6,42.7,6.8,0,0.4,1.7,5.1,13.7,55.6,1.9,4070,,0,,0,1780,82.1,389,17.9,,0,2169,53.3
"190220890040000","CCSD 89","Dupage",65.2,6,12.3,11.6,0,0.1,4.6,9.7,11.5,25,1.2,2011,,0,,0,31,67.4,15,32.6,,0,46,2.3
"190220930040000","CCSD 93","Dupage",46.7,7,23.2,19.7,0.1,0.3,3.2,15.2,14.3,42.5,0.5,3827,,0,,0,32,86.5,5,13.5,,0,37,1
"190220940160000","CHSD 94","Dupage",35.5,2.4,53.6,4.4,0.1,0.3,3.8,9.3,12.5,46.7,1.3,1983,,0,,0,,0,152,100,,0,152,7.7
"190220990160000","CHSD 99","Dupage",66.7,9.8,12.4,7.4,0.1,0.2,3.5,2,13.3,26.5,0.9,5015,,0,1,0.3,73,24.3,210,69.8,17,5.6,301,6
"190221000160000","Fenton CHSD 100","Dupage",34.8,3.3,51.1,3,0.1,0.5,7.2,7.2,12.7,52.5,0.5,1555,,0,3,0.8,307,81.4,61,16.2,6,1.6,377,24.2
"190221080160000","Lake Park CHSD 108","Dupage",65.3,6.4,17.1,8.5,0.1,0.4,2,1.4,10.8,15.3,0.7,2698,,0,,0,115,45.6,137,54.4,,0,252,9.3
"190221800040000","CCSD 180","Dupage",15,64.1,9.3,4.4,0.1,0,7.1,4.4,21.1,66.7,3.5,688,,0,,0,,0,17,94.4,1,5.6,18,2.6
"190221810040000","Hinsdale CCSD 181","Dupage",77.6,1,6.3,11.1,0,0.1,4,3.1,11.6,3.2,0.1,3914,,0,,0,21,80.8,5,19.2,,0,26,0.7
"190222000260000","CUSD 200","Dupage",65.3,6.7,17.1,6.5,0,0.2,4.2,9.3,16.2,30.1,1.2,13112,,0,,0,434,60.9,279,39.1,,0,713,5.4
"190222010260000","CUSD 201","Dupage",66.1,5.5,18.5,5.3,0.1,0,4.6,8.1,16.4,41.8,0.8,1349,,0,,0,37,48.1,40,51.9,,0,77,5.7
"190222020260000","Lisle CUSD 202","Dupage",66.7,9.6,10.6,7.4,0.1,0.4,5.3,3.6,16.7,35.6,1.3,1560,,0,3,4.4,23,33.8,42,61.8,,0,68,4.4
"190222030260000","Naperville CUSD 203","Dupage",65.7,4.9,9.7,15.4,0.1,0.2,4.1,5.3,10.3,17.6,0.7,16917,,0,1,0.3,75,20.4,292,79.3,,0,368,2.2
"190222040260000","Indian Prairie CUSD 204","Dupage",50.6,9.2,10.9,24.5,0.1,0.2,4.5,6.7,10.7,19.8,0.6,28327,,0,,0,1196,62.9,702,36.9,3,0.2,1901,6.7
"190222050260000","Elmhurst SD 205","Dupage",74.2,2.5,14.4,5.6,0.1,0.1,3.1,6.8,13.7,18.5,0.3,8449,,0,,0,227,62.4,137,37.6,,0,364,4.3
"200240010260000","Edwards County CUSD 1","Edwards",95.4,1.1,1,0.6,0,0,1.9,0.4,19.5,39.3,1.9,939,,0,,0,30,62.5,18,37.5,,0,48,5.1
"200300070260000","Gallatin CUSD 7","Gallatin",95.4,0,1.1,0.3,0,0,3.2,0.9,21.4,59.9,3.6,743,,0,,0,104,77,31,23,,0,135,18.2
"200330100260000","Hamilton Co CUSD 10","Hamilton",96,0.6,1.7,0.2,0,0.1,1.5,0.2,21.6,53.4,5.6,1238,,0,2,0.9,123,58,87,41,,0,212,17.1
"200350010260000","Hardin County CUSD 1","Hardin",93.9,0.8,0.3,0.5,0,0,4.4,0,21.6,57,0.5,611,,0,,0,98,65.3,52,34.7,,0,150,24.5
"200760010260000","Pope Co CUD 1","Pope",96.5,0.9,0.5,0,0,0.2,1.8,0,10.9,58.6,5.7,548,,0,,0,33,67.3,16,32.7,,0,49,8.9
"200830010260000","Galatia CUSD 1","Saline",96.7,0.2,0.7,0.2,0,0,2.2,0,21.6,53.3,1.5,454,,0,,0,33,66,17,34,,0,50,11
"200830020260000","Carrier Mills-Stonefort CUSD 2","Saline",78.9,12.9,0,0,0,0,8.3,0,23.1,66.4,7.2,459,,0,,0,45,45,55,55,,0,100,21.8
"200830030260000","Harrisburg CUSD 3","Saline",84.4,4.3,2.1,1.8,0,0.1,7.2,0,18.5,62.2,2.4,2130,,0,,0,86,30.9,188,67.6,4,1.4,278,13.1
"200830040260000","Eldorado CUSD 4","Saline",93.5,0.6,2,0,0,0.3,3.7,0,15.5,62.8,8.4,1226,1,0.3,,0,309,90.6,31,9.1,,0,341,27.8
"200930170240000","Allendale CCSD 17","Wabash",94.4,0,4,0.8,0,0,0.8,0.8,17.5,57.9,12.7,126,,0,,0,2,66.7,1,33.3,,0,3,2.4
"200933480260000","Wabash CUSD 348","Wabash",96,0.5,0.9,0.7,0,0,1.8,0.2,17.7,51,5.9,1617,,0,,0,394,80.1,98,19.9,,0,492,30.4
"200960060040000","New Hope CCSD 6","Wayne",98.9,0,0,0,0,0.5,0.5,0,15.7,40.5,5.9,185,,0,,0,11,84.6,2,15.4,,0,13,7
"200960140040000","Geff CCSD 14","Wayne",97.1,0,0,0,0,0,2.9,0,16.3,55.8,6.7,104,,,,,,,,,,,,
"200960170040000","Jasper CCSD 17","Wayne",92.7,0.6,0.6,0.6,0,0,5.5,0,20.6,50.9,5.5,165,,0,,0,5,100,,0,,0,5,3
"200961000260000","Wayne City CUSD 100","Wayne",96.6,1.3,1.3,0.6,0,0,0.2,0,17.7,49.2,3.2,531,3,3.7,,0,51,63,27,33.3,,0,81,15.3
"200961120040000","Fairfield PSD 112","Wayne",91.9,4,1.1,0,0.1,0,2.8,0,20.5,61.1,4.6,743,,0,,0,102,82.9,21,17.1,,0,123,16.6
"200962000260000","North Wayne CUSD 200","Wayne",98.2,0.7,0.2,0,0,0,0.9,0,16.9,55.1,4.7,445,,0,,0,31,83.8,6,16.2,,0,37,8.3
"200962250160000","Fairfield Comm H S Dist 225","Wayne",94.2,0.2,0.7,0.7,0,1.3,2.9,0,15,44.5,1.5,452,,0,,0,411,89.7,47,10.3,,0,458,101.3
"200970010260000","Grayville CUSD 1","White",94.3,0,0,0,0,0,5.7,0,18.3,49.7,16.5,334,,0,,0,7,31.8,15,68.2,,0,22,6.6
"200970030260000","Norris City-Omaha-Enfield CUSD 3","White",97.7,0,1.5,0.3,0,0,0.5,0.1,17.8,56.1,0.8,742,,0,,0,24,68.6,11,31.4,,0,35,4.7
"200970050260000","Carmi-White County CUSD 5","White",96.8,0,1.2,0.5,0.3,0,1.2,0.4,19.7,55.1,1.7,1389,,0,,0,66,84.6,12,15.4,,0,78,5.6
"210280470040000","Benton CCSD 47","Franklin",94.6,0.3,1.7,0.3,0,0.4,2.6,0.6,19.7,65.5,2.7,1207,,0,,0,48,55.2,39,44.8,,0,87,7.2
"210280910040000","Akin CCSD 91","Franklin",92.9,0,0,2,1,0,4.1,2,9.2,46.9,1,98,,0,,0,3,100,,0,,0,3,3.1
"210280990260000","Christopher USD 99","Franklin",96.3,1,0.1,0.1,0.2,0,2.3,0,7,65.4,0.8,832,,0,,0,46,60.5,30,39.5,,0,76,9.1
"210281030130000","Benton Cons HSD 103","Franklin",93.8,0.5,1.6,0.7,0,0.8,2.6,0.2,17.1,54.9,7,614,,0,,0,40,33.1,81,66.9,,0,121,19.7
"210281150040000","Ewing Northern CCSD 115","Franklin",96.3,0,0.9,0,0.9,0,1.8,0,13.4,51.6,16.6,217,,0,,0,1,50,1,50,,0,2,0.9
"210281680260000","Frankfort CUSD 168","Franklin",96.3,0.7,1.1,0.4,0.2,0.6,0.8,0,20.4,59.7,5.4,1899,,0,,0,,0,8,100,,0,8,0.4
"210281740260000","Thompsonville CUSD 174","Franklin",98.9,0,0.3,0,0.3,0,0.6,0,10.5,60.1,5.1,353,,0,,0,,0,10,100,,0,10,2.8
"210281880260000","Zeigler-Royalton CUSD 188","Franklin",95.7,1.1,0.5,0.3,0,0,2.4,0,19.1,73.9,1.3,629,,0,,0,,0,13,100,,0,13,2.1
"210281960260000","Sesser-Valier CUSD 196","Franklin",93.9,0,2.9,0.4,0,0.6,2.2,0,11.9,49.2,2.2,691,2,5.9,1,2.9,,0,31,91.2,,0,34,4.9
"210440010260000","Goreville CUD 1","Johnson",96.5,0.6,1,0,0,0,1.9,0,12.1,43,2.6,626,1,25,,0,,0,3,75,,0,4,0.6
"210440320030000","New Simpson Hill SD 32","Johnson",97.7,0,0.4,0.4,0,0,1.6,0,14.8,55.6,3.5,257,,0,,0,11,91.7,1,8.3,,0,12,4.7
"210440430030000","Buncombe Cons SD 43","Johnson",89.4,0,0,0,0,0,10.6,0,18.2,69.7,18.2,66,,,,,,,,,,,,
"210440550020000","Vienna SD 55","Johnson",92.8,0.5,0.9,0.9,0,0,4.9,1.4,11.4,60.9,6.7,430,,0,,0,62,68.1,29,31.9,,0,91,21.2
"210440640020000","Cypress SD 64","Johnson",100,0,0,0,0,0,0,0.8,12.1,57.6,9.8,132,,,,,,,,,,,,
"210441330170000","Vienna HSD 133","Johnson",95.7,0,2,0.9,0,0.6,0.9,0,17.2,52.9,6.3,348,,0,,0,,0,29,100,,0,29,8.3
"210610010260000","Massac UD 1","Massac",83.6,6.8,2.2,0.4,0,0.1,6.9,0,12.2,59.6,0.9,2169,,0,,0,938,89.1,115,10.9,,0,1053,48.5
"210610380260000","Joppa-Maple Grove UD 38","Massac",88.2,1.8,2.6,0,0,0.4,7,0,10.3,71.2,8.1,271,,0,,0,37,90.2,4,9.8,,0,41,15.1
"211000010260000","Johnston City CUSD 1","Williamson",94.4,0.7,1.7,0.1,0.1,0.2,2.9,0,22.9,67.2,3.9,1202,,0,,0,16,9.6,150,90.4,,0,166,13.8
"211000020260000","Marion CUSD 2","Williamson",81.6,8.1,3.2,1.2,0,0.2,5.7,0.4,16.2,54.4,4.3,4027,1,0.4,,0,41,14.7,237,84.9,,0,279,6.9
"211000030260000","Crab Orchard CUSD 3","Williamson",98.1,0,0.4,0.2,0,0.2,1.2,0,13.2,38.9,10.7,514,,0,,0,24,63.2,14,36.8,,0,38,7.4
"211000040260000","Herrin CUSD 4","Williamson",87.6,4.3,1.7,0.6,0,0.2,5.7,0.2,21.5,61.3,1.3,2543,4,1.7,,0,,0,234,98.3,,0,238,9.4
"211000050260000","Carterville CUSD 5","Williamson",86.9,2.7,3.5,1.5,0,0,5.3,0.5,13.6,43.8,1,2244,,0,,0,81,47.4,90,52.6,,0,171,7.6
"240320010260000","Coal City CUSD 1","Grundy",90.6,0.5,5.5,0.5,0,0.1,2.8,0.6,12.8,31.2,0.7,2127,,0,,0,34,41.5,48,58.5,,0,82,3.9
"24032002C020000","Mazon-Verona-Kinsman ESD 2C","Grundy",92.8,1.9,4.4,0.3,0,0.6,0,0.3,16.9,33.2,0.6,319,,,,,,,,,,,,
"24032024C040000","Nettle Creek CCSD 24C","Grundy",79.1,0,10.5,3.5,0,0,7,5.8,15.1,9.3,0,86,,,,,,,,,,,,
"240320540020000","Morris SD 54","Grundy",75.4,1.2,20.2,0.7,0.1,0.1,2.3,5.9,13.3,49.1,1.5,1214,,0,,0,27,34.2,50,63.3,2,2.5,79,6.5
"24032060C040000","Saratoga CCSD 60C","Grundy",81.3,1.5,11.2,1.6,0.1,0.4,3.9,3.8,13.9,38.3,0.9,798,,0,,0,7,41.2,10,58.8,,0,17,2.1
"24032072C040000","Gardner CCSD 72C","Grundy",89,0,7.5,0,0,0,3.5,0,21,47.5,1.5,200,,0,,0,3,15.8,15,78.9,1,5.3,19,9.5
"240320730170000","Gardner S Wilmington Twp HSD 73","Grundy",95.3,0.5,3.7,0.5,0,0,0,0,12.6,28.8,1.6,191,,0,,0,2,100,,0,,0,2,1
"240320740030000","South Wilmington CCSD 74","Grundy",99.1,0,0.9,0,0,0,0,0,11.5,26.5,0,113,,0,,0,,0,4,100,,0,4,3.5
"240320750020000","Braceville SD 75","Grundy",98.7,0.7,0.7,0,0,0,0,0,10.7,46,2.7,150,,0,1,3.2,15,48.4,15,48.4,,0,31,20.7
"240321010160000","Morris CHSD 101","Grundy",81.1,1.6,14.5,1,0.1,0.2,1.5,0.6,11.2,23.7,0.2,932,,0,,0,,0,48,96,2,4,50,5.4
"240321110160000","Minooka CHSD 111","Grundy",77.2,4.1,15.1,0.6,0.1,0.2,2.7,2.1,9.4,3.3,0.2,2589,,0,,0,129,64.5,71,35.5,,0,200,7.7
"240322010040000","Minooka CCSD 201","Grundy",70.9,4.4,19.7,1.2,0,0.2,3.6,2.7,12.2,29.7,0.2,4255,,0,,0,66,56.9,47,40.5,3,2.6,116,2.7
"240470180160000","Newark CHSD 18","Kendall",96.3,0,1.6,1.1,0,0,1.1,0,9.6,24.5,0,188,,0,,0,5,55.6,4,44.4,,0,9,4.8
"240470660040000","Newark CCSD 66","Kendall",91.7,1.7,4.2,0,0,0,2.5,1.7,14.2,23.3,0,240,,0,,0,,0,2,100,,0,2,0.8
"240470880260000","Plano CUSD 88","Kendall",41.2,9.3,43.9,1.1,0,0.2,4.4,15.8,14.2,61.3,1.7,2408,,0,1,0.4,166,62.6,97,36.6,1,0.4,265,11
"240470900040000","Lisbon CCSD 90","Kendall",93,0.9,4.4,0,0,0,1.8,0,6.1,23.7,0,114,,,,,,,,,,,,
"240471150260000","Yorkville CUSD 115","Kendall",73.3,5.4,13.3,1.7,0.1,0.1,6.1,3.2,9.8,23.9,1.2,5844,,0,,0,58,29.1,141,70.9,,0,199,3.4
"240473080260000","Oswego CUSD 308","Kendall",60.5,8,17.1,6.6,0.2,1.1,6.4,5.3,12.8,26.6,0.5,17911,,0,,0,1742,79.9,437,20.1,,0,2179,12.2
"260290010260000","Astoria CUSD 1","Fulton",97.8,0.6,0.3,0,0.3,0,1.1,0.3,18.6,56.4,1.1,360,,0,,0,7,46.7,8,53.3,,0,15,4.2
"260290020260000","V I T CUSD 2","Fulton",93.6,0,4,0,0,0,2.4,0,15.1,46.4,3.4,377,,0,,0,13,43.3,17,56.7,,0,30,8
"260290030260000","CUSD 3 Fulton County","Fulton",95.4,1,1,0,0,0.8,1.7,0,17.7,56.8,0.2,479,,0,,0,63,79.7,16,20.3,,0,79,16.5
"260290040260000","Spoon River Valley CUSD 4","Fulton",98.1,0,1.1,0,0,0,0.8,0,20.1,45.3,1.1,364,,0,,0,7,35,13,65,,0,20,5.5
