"distID","District.x","County","white_district","black_district","hispanic_district","asian_district","nathawaiian_district","NativeAmerica_district","multi_district","lep_district","iiep_district","lowInc_district","home_district","distEnroll","Expulsion_w_services","EWS_perc","Expulsion_no_services","ENS_perc","In_school","IS_perc","Out_of_school","OOS_perc","Transfer_to_alt","TTA_perc","total","total_perc"
"070161320020000","Calumet Public SD 132","Cook",1.8,78.9,18.4,0.1,0,0.3,0.6,10.1,12,91.7,0.3,1193,,0,,0,7,6.6,99,93.4,,0,106,8.9
"070161330020000","Gen George Patton SD 133","Cook",0,98.4,1.6,0,0,0,0,0.3,16.4,97.2,11.4,317,,0,,0,,0,123,100,,0,123,38.8
"070161350020000","Orland SD 135","Cook",74.3,4.6,12.5,5.7,0,0.1,2.7,8.3,17.7,14.3,0.5,4997,,0,,0,,0,68,100,,0,68,1.4
"070161400020000","Kirby SD 140","Cook",81,2.7,7.5,4.7,0.1,0.1,4,2.9,14.6,15.2,0.4,3623,,0,,0,76,80,19,20,,0,95,2.6
"070161420020000","Forest Ridge SD 142","Cook",69.7,6.7,19,2.1,0.1,0.3,2.2,7,15.8,44.6,1.3,1606,,0,,0,41,83.7,8,16.3,,0,49,3.1
"070161430020000","Midlothian SD 143","Cook",36.1,28.1,29.4,0.9,0.1,2.8,2.6,2.8,17.3,76.7,1.4,1918,,0,,0,10,25.6,29,74.4,,0,39,2
"070161435020000","Posen-Robbins ESD 143-5","Cook",3.1,35.4,59.8,0.3,0,0.1,1.2,25.3,7.9,94.2,0.4,1718,,0,,0,6,2.5,234,97.5,,0,240,14
"070161440020000","Prairie-Hills ESD 144","Cook",2.5,84.2,11.4,0.8,0,0.3,0.7,3.2,13.9,92.7,0.8,2586,,0,,0,2,0.4,541,99.4,1,0.2,544,21
"070161450020000","Arbor Park SD 145","Cook",51,13.3,18.9,6.9,0.1,0.4,9.3,12.7,14.3,42,1,1454,,0,,0,53,64.6,29,35.4,,0,82,5.6
"070161460040000","CCSD 146","Cook",73.5,4.3,15.1,2.6,0,0,4.3,9.7,13.6,38.4,0.9,2416,,0,,0,73,72.3,28,27.7,,0,101,4.2
"070161470020000","W Harvey-Dixmoor PSD 147","Cook",1.8,65,33,0,0.2,0,0.1,21.9,12.5,97.4,3,1288,,0,,0,3,1.5,194,98.5,,0,197,15.3
"070161480020000","Dolton SD 148","Cook",0.3,96.9,1.7,0,0,0,1.2,1.9,11.4,93,3.2,2298,3,0.5,,0,221,39.5,336,60,,0,560,24.4
"070161490020000","Dolton SD 149","Cook",0.6,96.1,2.9,0.1,0,0.1,0.2,3.3,12.9,98.8,1.4,2997,,0,,0,,0,208,100,,0,208,6.9
"070161500020000","South Holland SD 150","Cook",0.8,86.5,9.5,0,0.1,0.1,3.1,0.9,10,44.1,29.7,930,,0,,0,2,2.6,73,96.1,1,1.3,76,8.2
"070161510020000","South Holland SD 151","Cook",1.1,63.2,34,0.1,0.1,0.1,1.4,20.3,15.8,98.2,1.5,1599,,0,,0,57,17.4,271,82.6,,0,328,20.5
"070161520020000","Harvey SD 152","Cook",0.2,71.8,25.2,1.1,0.2,0.1,1.5,10,10.3,97.7,29.8,2266,,0,,0,257,27.3,684,72.7,,0,941,41.5
"070161525020000","Hazel Crest SD 152-5","Cook",1.4,88,10.6,0,0,0,0,0.2,12.5,98.8,10.4,945,,0,,0,15,11.5,116,88.5,,0,131,13.9
"070161530020000","Homewood SD 153","Cook",34.9,46.9,11.7,0.4,0,0,6.2,2.2,15.7,39.6,2.6,1882,,0,,0,101,61.6,61,37.2,2,1.2,164,8.7
"070161540020000","Thornton SD 154","Cook",52.2,23,22.2,0,1.3,0,1.3,15.2,10.9,27.8,2.6,230,,0,,0,26,72.2,10,27.8,,0,36,15.7
"070161545020000","Burnham SD 154-5","Cook",7.4,45.6,46.6,0,0,0,0.5,14.2,9.3,94.6,2,204,,,,,,,,,,,,
"070161550020000","Calumet City SD 155","Cook",2,59.6,35,0.1,0.1,2.4,0.8,13.7,16.7,55.6,1,1219,,0,2,0.1,1348,86.5,207,13.3,1,0.1,1558,127.8
"070161560020000","Lincoln ESD 156","Cook",2,54.1,42.5,0.1,0,0.1,1.3,18.4,11,94.9,0.6,1024,2,0.7,,0,164,54.7,134,44.7,,0,300,29.3
"070161570020000","Hoover-Schrum Memorial SD 157","Cook",1.9,74.5,21.8,0.4,0,0,1.4,11.2,12.9,92,3.2,941,,0,,0,133,24.9,402,75.1,,0,535,56.9
"070161580020000","Lansing SD 158","Cook",19.4,48.4,26.7,0.7,0.1,0.4,4.2,3.2,18.4,74.1,2.5,2537,,0,,0,4,10,36,90,,0,40,1.6
"070161590020000","ESD 159","Cook",2.7,84.1,7.9,0.6,0.1,0.1,4.5,4.7,12.7,67.9,2,1947,,0,,0,53,27.5,138,71.5,2,1,193,9.9
"070161600020000","Country Club Hills SD 160","Cook",1.5,95.3,1.5,1.1,0,0.2,0.4,1.2,13.7,75.8,1.8,1257,,0,,0,188,54.7,155,45.1,1,0.3,344,27.4
"070161610020000","Flossmoor SD 161","Cook",19.5,63.5,12.2,0.9,0,0,3.8,4.1,13.4,47,2.3,2328,,0,,0,147,57.4,109,42.6,,0,256,11
"070161620020000","Matteson ESD 162","Cook",3,91.7,4.1,0.9,0.1,0,0.2,0.8,15.1,79.2,1.7,2902,,0,,0,87,40.5,128,59.5,,0,215,7.4
"070161630020000","Park Forest SD 163","Cook",3.4,84,6.5,0.2,0.2,0.1,5.6,0.2,3.1,85.5,1.9,2052,,0,,0,46,10.6,387,89.4,,0,433,21.1
"070161670020000","Brookwood SD 167","Cook",5,75.8,17.2,0,0.1,0.1,1.8,9.8,10.1,68.2,1.5,1230,,0,,0,60,77.9,17,22.1,,0,77,6.3
"070161680040000","CCSD 168","Cook",5.9,74.4,12.6,0.1,0.2,0.4,6.3,4.4,15.1,68.8,1.7,1487,,0,,0,192,59.1,133,40.9,,0,325,21.9
"070161690020000","Ford Heights SD 169","Cook",0,94.1,5.9,0,0,0,0,0.2,12.6,94.6,4.6,460,,0,,0,,0,25,100,,0,25,5.4
"070161700020000","Chicago Heights SD 170","Cook",3.7,33.7,60.7,0,0,0.1,1.7,23.7,14.3,94.3,1.4,3323,,0,,0,142,31.8,305,68.2,,0,447,13.5
"070161710020000","Sunnybrook SD 171","Cook",5.1,73.3,14.9,1.3,0.2,0.1,5,12.9,15.3,78.5,3.3,1054,,0,,0,202,62,121,37.1,3,0.9,326,30.9
"070161720020000","Sandridge SD 172","Cook",21,47.3,19.6,0,0,0,12.1,7.9,20,75.5,1.5,404,,0,,0,229,77.6,66,22.4,,0,295,73
"070161940020000","Steger SD 194","Cook",39,23.4,24.8,0.9,0,0.1,11.9,8.7,13.1,75.6,1.2,1490,,0,,0,2,50,2,50,,0,4,0.3
"070162050170000","Thornton Twp HSD 205","Cook",0.7,87.5,10.4,0.5,0,0.3,0.6,4.7,17.7,85,2.3,5079,,0,,0,,0,79,100,,0,79,1.6
"070162060170000","Bloom Twp HSD 206","Cook",12.5,53.6,30.2,0.5,0.1,0.4,2.7,3.8,17.8,87.2,1.2,3245,,0,,0,1227,65.4,650,34.6,,0,1877,57.8
"070162100170000","Lemont Twp HSD 210","Cook",84,1,9.7,3.7,0,0.1,1.6,1.3,9.1,15.1,0.1,1405,,0,,0,,0,137,100,,0,137,9.8
"070162150170000","Thornton Fractional Twp HSD 215","Cook",10.3,66.6,19.7,0.4,0,0.1,2.8,2.4,10.7,72.5,2.4,3482,,0,2,0,3140,72,1216,27.9,2,0,4360,125.2
"070162170160000","Argo CHSD 217","Cook",37.4,15.2,43.9,1.8,0.1,0.2,1.5,6.2,14.9,65.2,2,1862,,0,,0,674,79.5,174,20.5,,0,848,45.5
"070162180160000","CHSD 218","Cook",38.9,30.4,27.4,1.3,0.1,0.3,1.5,5,15,63.2,1.4,5508,,0,10,0.4,1729,66.2,873,33.4,,0,2612,47.4
"070162200170000","Reavis Twp HSD 220","Cook",56.5,2.1,38.3,2.1,0.1,0.4,0.5,7.6,14.3,58.5,1.3,1866,,0,1,0.2,305,50.2,295,48.5,7,1.2,608,32.6
"070162270170000","Rich Twp HSD 227","Cook",3.4,89.7,4.5,0.2,0.2,0.3,1.8,6,19.9,80.2,2.8,3303,,0,,0,275,28.1,702,71.9,,0,977,29.6
"070162280160000","Bremen CHSD 228","Cook",37.4,36.3,21.2,1.9,0.1,0.1,3.1,2.2,16.1,45.8,1.4,5196,,0,,0,10,1.6,593,97.5,5,0.8,608,11.7
"070162290160000","Oak Lawn CHSD 229","Cook",71.1,5.6,21.6,1.4,0.1,0.2,0,4.8,13,40.6,1.6,1842,,0,,0,1128,57.8,824,42.2,,0,1952,106
"070162300130000","Cons HSD 230","Cook",78,4.1,12,4.2,0.1,0.1,1.6,2.8,13.4,25.8,0.6,7786,,0,1,0.1,302,22.5,1037,77.4,,0,1340,17.2
"070162310160000","Evergreen Park CHSD 231","Cook",50.7,33.3,11.7,1.5,0.1,0.8,1.9,1.4,14.1,33.8,1.1,856,,0,17,2.6,509,76.7,137,20.6,1,0.2,664,77.6
"070162330160000","Homewood Flossmoor CHSD 233","Cook",21.3,66.9,6.4,1,0.1,0,4.2,0.3,14.9,23.5,1.8,2800,,0,6,0.7,437,54.2,363,45,1,0.1,807,28.8
"070169010250000","Southland College Prep","Cook",2.2,93.9,2,0.2,0,0,1.6,0.4,12.1,57.3,0.6,494,,0,2,3.1,1,1.6,61,95.3,,0,64,13
"080083080260000","Eastland CUSD 308","Carroll",93.4,0.2,3.3,0.5,0,0.2,2.5,0.2,13.8,44,0.3,638,,0,,0,7,20.6,27,79.4,,0,34,5.3
"080083140260000","West Carroll CUSD 314","Carroll",88.6,2.5,6.3,0.9,0.3,0.5,1,1.6,18.7,60.4,0.3,1176,,0,2,0.5,168,39.5,255,60,,0,425,36.1
"080083990260000","Chadwick-Milledgeville CUSD 399","Carroll",92.4,1.3,2,0.9,0,0.2,3.2,0,15.2,42.4,0.6,538,,0,,0,18,41.9,25,58.1,,0,43,8
"080431190220000","East Dubuque USD 119","Jo Daviess",93,1.1,2.1,0.6,0.1,0,3.1,0.4,11.8,31.6,0.3,713,,0,,0,12,48,13,52,,0,25,3.5
"080431200220000","Galena USD 120","Jo Daviess",81.7,2.1,14.1,1.1,0,0,1,6.8,11.6,37.9,0.2,821,,0,1,8.3,,0,11,91.7,,0,12,1.5
"080432050260000","Warren CUSD 205","Jo Daviess",96.5,0.2,0,0.2,0,0,3,0,12.4,35.1,0.2,404,,0,,0,42,82.4,9,17.6,,0,51,12.6
"080432060260000","Stockton CUSD 206","Jo Daviess",95,0,1.5,0.5,0.2,0,2.9,0,4.1,44.1,0.8,615,,0,,0,42,62.7,25,37.3,,0,67,10.9
"080432100260000","River Ridge CUSD 210","Jo Daviess",89.6,1.5,4,0.4,0,0.4,4,0.8,18,48.9,0.4,521,,0,,0,45,64.3,25,35.7,,0,70,13.4
"080432110260000","Scales Mound CUSD 211","Jo Daviess",94.2,0,0.4,0,0,0,5.4,0,13.8,30.8,0,240,,0,,0,,0,2,100,,0,2,0.8
"080891450220000","Freeport SD 145","Stephenson",52.2,24,10.3,0.7,0.1,0.1,12.6,3.1,13.6,71.9,4.2,4115,,0,24,0.7,2228,64.2,1208,34.8,8,0.2,3468,84.3
"080892000260000","Pearl City CUSD 200","Stephenson",93.1,0.4,4.9,0.4,0,0,1.2,2.4,9.9,30.2,0.2,493,,0,,0,,0,2,100,,0,2,0.4
"080892010260000","Dakota CUSD 201","Stephenson",91.9,1,3.9,0.8,0.1,0.1,2.1,0,12.6,35.2,0.4,842,,0,,0,20,44.4,25,55.6,,0,45,5.3
"080892020260000","Lena Winslow CUSD 202","Stephenson",93.2,2.2,3.5,1,0.1,0,0.1,1.2,10.9,40.4,0.6,837,,0,,0,34,77.3,10,22.7,,0,44,5.3
"080892030260000","Orangeville CUSD 203","Stephenson",94.9,0.8,1.6,0,0,0,2.7,0,17.5,33.2,1.1,371,,0,,0,50,83.3,10,16.7,,0,60,16.2
"090100010260000","Fisher CUSD 1","Champaign",91.9,2.3,1.5,0.8,0,0.2,3.3,0,11.3,37.8,0.3,608,,0,,0,4,66.7,2,33.3,,0,6,1
"090100030260000","Mahomet-Seymour CUSD 3","Champaign",91.3,1,1.7,1.5,0,0.2,4.4,0.9,10.4,25.2,0.2,3045,58,42.6,,0,22,16.2,56,41.2,,0,136,4.5
"090100040260000","Champaign CUSD 4","Champaign",38.7,34.3,10.3,9.7,0.1,0.4,6.6,8,13.6,57.9,1.5,9948,14,0.9,1,0.1,46,2.9,920,57.2,627,39,1608,16.2
"090100070260000","Tolono CUSD 7","Champaign",93,0.5,0.2,1.1,0.3,0.3,4.6,0.8,11.2,35.2,0.5,1702,,0,,0,3,5.9,48,94.1,,0,51,3
"090100080260000","Heritage CUSD 8","Champaign",93.1,0.4,0.9,0.2,0,0.2,5.1,0.2,10.3,41.1,0,467,,0,,0,,0,11,100,,0,11,2.4
"090101160220000","Urbana SD 116","Champaign",37.1,36.4,11.9,5,0.1,0.7,8.9,11.3,18.5,72.5,2.6,4418,,0,4,0.2,1790,72.3,681,27.5,,0,2475,56
"090101300040000","Thomasboro CCSD 130","Champaign",72.7,10.3,5.5,0,0,0,11.5,2.4,19.4,72.7,7.9,165,,0,,0,2,33.3,4,66.7,,0,6,3.6
"090101370020000","Rantoul City SD 137","Champaign",37.3,30.1,21.7,0.5,0.4,0.2,9.8,15.7,18,99.5,4.7,1664,,0,4,1,2,0.5,398,98.5,,0,404,24.3
"090101420040000","Ludlow CCSD 142","Champaign",69.2,10.3,16.7,1.3,0,0,2.6,14.1,20.5,98.7,0,78,,,,,,,,,,,,
"090101690040000","St Joseph CCSD 169","Champaign",92.5,1,1.3,1.7,0,0.2,3.2,0.6,10.1,17.7,0.2,894,,0,,0,,0,3,100,,0,3,0.3
"090101880040000","Gifford CCSD 188","Champaign",97.5,0,1,0,0,0,1.5,0,5.6,28.8,4,198,,0,,0,6,75,2,25,,0,8,4
"090101930170000","Rantoul Township HSD 193","Champaign",50.3,26.8,13.4,1.1,0,0,8.5,4.5,14.6,64.6,2.8,740,,0,,0,394,71.4,158,28.6,,0,552,74.6
"090101970040000","Prairieview-Ogden CCSD 197","Champaign",95,0,0.8,0,0,0,4.1,0,2.9,18.3,0,241,,0,,0,3,75,1,25,,0,4,1.7
"090103050160000","St Joseph Ogden CHSD 305","Champaign",95.5,1.1,1.7,0.4,0,0,1.3,1.3,7.6,9.1,0,462,,0,,0,11,40.7,16,59.3,,0,27,5.8
"090270050260000","Gibson City-Melvin-Sibley CUSD 5","Ford",93.9,0.8,0.9,1,0,0,3.5,0.1,13.3,41.5,0.3,1041,,0,,0,4,9.5,38,90.5,,0,42,4
"090270100260000","Paxton-Buckley-Loda CUD 10","Ford",91.6,0.8,5.4,0.6,0.4,0.1,1.1,1.9,16.4,48.7,1.2,1388,,0,,0,,0,46,100,,0,46,3.3
"11012002C260000","Marshall CUSD 2C","Clark",94.6,0.8,0.9,0.5,0.1,0.1,3.1,0.6,20.2,43.2,0.8,1404,3,3,,0,28,28.3,68,68.7,,0,99,7.1
"11012003C260000","Martinsville CUSD 3C","Clark",97.8,0.7,1.2,0,0.2,0,0,0.2,20.4,57.4,2.5,401,,0,,0,2,10,18,90,,0,20,5
"11012004C260000","Casey-Westfield CUSD 4C","Clark",96,1.3,1.8,0.4,0,0,0.5,0.3,19.7,77.2,2.1,949,,0,,0,74,83.1,15,16.9,,0,89,9.4
"110150010260000","Charleston CUSD 1","Coles",89.5,4.2,1.8,1.6,0,0.6,2.3,0.3,19.4,50,1.3,2818,,0,,0,23,14.1,140,85.9,,0,163,5.8
"110150020260000","Mattoon CUSD 2","Coles",88.7,3,3.5,0.7,0,0.1,3.9,0.1,15.6,59.4,1.6,3421,,0,,0,550,84.1,104,15.9,,0,654,19.1
"110150050260000","Oakland CUSD 5","Coles",94.5,1,1.7,0.3,0.3,0,2.1,0,24.8,51,3.1,290,1,100,,0,,0,,0,,0,1,0.3
"110180030260000","Neoga CUSD 3","Cumberland",96.6,1.3,0.3,0.4,0,0.4,0.9,0,20.5,41.7,2.2,683,,0,,0,27,69.2,12,30.8,,0,39,5.7
"110180770260000","Cumberland CUSD 77","Cumberland",97.8,0.1,0.2,0.1,0,0.1,1.8,0,15.2,45.8,0.7,1027,,0,4,5.8,48,69.6,17,24.6,,0,69,6.7
"110213010260000","Tuscola CUSD 301","Douglas",93.1,0.2,3.3,1.1,0.1,0,2.2,0.9,16.2,39.1,0.4,1007,,0,,0,23,62.2,14,37.8,,0,37,3.7
"110213020260000","Villa Grove CUSD 302","Douglas",94.6,0.1,1,0.3,0,0,4,0.7,23.1,44.1,2.5,683,,0,,0,,0,17,100,,0,17,2.5
"110213050260000","Arthur CUSD 305","Douglas",94.9,0.7,2,0.1,0,0.2,2.3,0.9,16.2,47.1,1.8,1230,,0,,0,30,65.2,16,34.8,,0,46,3.7
"110213060260000","Arcola CUSD 306","Douglas",52.2,0.3,38,1.1,0.1,0,8.3,11.8,20.9,48.7,3.4,757,,0,,0,5,14.3,30,85.7,,0,35,4.6
"110230010260000","Shiloh CUSD 1","Edgar",93.9,0,0.5,0.2,0,0,5.4,0,23.8,58.7,1.7,407,,0,,0,63,70,27,30,,0,90,22.1
"110230030260000","Kansas CUSD 3","Edgar",97.3,1.4,1.4,0,0,0,0,0,5.4,51.8,1.8,222,,0,,0,,0,7,100,,0,7,3.2
"110230040260000","Paris CUSD 4","Edgar",95.4,0,2.5,0.6,0.1,0,1.4,0.3,10.4,33.5,1,692,,0,,0,9,90,1,10,,0,10,1.4
"110230060260000","Edgar County CUD 6","Edgar",97.7,0,0.6,0.6,0,0.6,0.6,0,22.2,47,0.9,351,,0,1,7.1,4,28.6,9,64.3,,0,14,4
"110230950250000","Paris-Union SD 95","Edgar",95.7,0.4,0.9,0.4,0.1,0.1,2.5,0.1,20.4,61.2,3.8,1383,,0,,0,135,84.9,24,15.1,,0,159,11.5
"110703000260000","Sullivan CUSD 300","Moultrie",94,0.2,1.8,0.4,0,0,3.5,0,12.2,49.3,0.9,1141,,0,2,1.3,92,60.1,59,38.6,,0,153,13.4
"110703020260000","Okaw Valley CUSD 302","Moultrie",96.1,0.4,0.2,0,0,0.4,2.9,0,7.7,44.2,0.2,545,,0,,0,6,33.3,12,66.7,,0,18,3.3
"110870010260000","Windsor CUSD 1","Shelby",96.3,0,0.3,0.5,0.3,0,2.7,0,18.9,53.7,1.1,376,,0,,0,14,50,14,50,,0,28,7.4
"11087003A260000","Cowden-Herrick CUSD 3A","Shelby",98.6,0.2,0.5,0,0,0,0.7,0,16.2,66.8,2.8,431,,0,,0,16,88.9,2,11.1,,0,18,4.2
"110870040260000","Shelbyville CUSD 4","Shelby",97,0.4,0.7,0.6,0.2,0.1,1,0,12.5,50.5,0.3,1233,,0,,0,8,16.3,41,83.7,,0,49,4
"11087005A260000","Stewardson-Strasburg CUD 5A","Shelby",97.9,0,0.6,0.3,0,0,1.2,0,12.7,37,2.7,338,,0,,0,4,50,4,50,,0,8,2.4
"110870210260000","Central A & M CUD 21","Shelby",93.9,2.2,0.2,0.4,0,0.2,3,0,16,42.4,1.6,807,,0,,0,75,73.5,27,26.5,,0,102,12.6
"120130100260000","Clay City CUSD 10","Clay",96.7,0,1.8,0,0,0,1.5,0,14.5,61.9,2.7,331,,0,,0,5,62.5,3,37.5,,0,8,2.4
"120130250260000","North Clay CUSD 25","Clay",98.6,0.5,0.9,0,0,0,0,0,15.5,37,6.5,651,,0,,0,20,87,3,13,,0,23,3.5
"120130350260000","Flora CUSD 35","Clay",95.3,0.4,1.5,0.9,0.1,0.4,1.5,0.4,11.9,58.8,2,1373,,0,,0,125,44.2,158,55.8,,0,283,20.6
"120170010260000","Hutsonville CUSD 1","Crawford",96.8,0,0.6,0,0,0,2.6,0,11.5,52.3,1.7,348,2,8.3,4,16.7,7,29.2,11,45.8,,0,24,6.9
"120170020260000","Robinson CUSD 2","Crawford",91.6,1.4,3.1,0.2,0,0,3.6,0,17.5,52,1.7,1626,,0,1,1.2,37,44.6,45,54.2,,0,83,5.1
"120170030260000","Palestine CUSD 3","Crawford",98,0.3,0.9,0.3,0,0,0.6,0,12.5,43.3,1.4,351,,0,,0,3,75,1,25,,0,4,1.1
"120170040260000","Oblong CUSD 4","Crawford",95,0.3,2.3,1,0,0,1.5,0,16.8,49.3,1.3,614,,0,,0,28,66.7,14,33.3,,0,42,6.8
"120400010260000","Jasper County CUD 1","Jasper",96.6,0.4,1.7,0.1,0,0.1,1.1,0,13.6,46.1,2.7,1422,,0,,0,95,74.2,33,25.8,,0,128,9
"120510100260000","Red Hill CUSD 10","Lawrence",96.7,0.1,0.7,0.1,0,0,2.5,0,10.2,58.3,3.8,1046,,0,,0,78,68.4,36,31.6,,0,114,10.9
"120510200260000","Lawrence County CUD 20","Lawrence",94.8,1,2.6,0.3,0,0,1.3,0.7,14.2,55.2,1.1,1231,,0,,0,158,84,30,16,,0,188,15.3
"120800010260000","East Richland CUSD 1","Richland",92.6,0.6,3,0.9,0.1,0.1,2.6,0.8,15.2,58.9,5.4,2450,,0,,0,109,37.6,181,62.4,,0,290,11.8
"130140010260000","Carlyle CUSD 1","Clinton",92.2,3,1,0.5,0.1,0.3,2.9,0,15.9,45,0.4,1181,,0,1,0.5,158,82.7,32,16.8,,0,191,16.2
"130140030260000","Wesclin CUSD 3","Clinton",87,1.9,6.8,1.1,0.1,0,3.2,2.1,19.1,38.9,2,1323,,0,,0,15,34.9,28,65.1,,0,43,3.3
"130140120040000","Breese ESD 12","Clinton",91.3,0,6.4,0,0,0.5,1.9,3.3,18.8,38.4,2.5,643,,0,,0,15,40.5,22,59.5,,0,37,5.8
"130140210020000","Aviston SD 21","Clinton",94.9,0.3,1.8,0.5,0,0,2.5,0.3,8.4,16.5,0,395,,0,,0,4,44.4,5,55.6,,0,9,2.3
"130140460020000","Willow Grove SD 46","Clinton",88.7,2.7,4.8,0.5,0,0,3.2,1.6,25.3,65.6,12.4,186,,,,,,,,,,,,
"130140570020000","Bartelso SD 57","Clinton",98.7,0,1.3,0,0,0,0,0.6,27.6,7.7,1.9,156,,,,,,,,,,,,
"130140600020000","Germantown SD 60","Clinton",96.5,0.4,2.7,0,0,0.4,0,0.4,14.6,16.9,1.9,260,,,,,,,,,,,,
"130140620020000","Damiansville SD 62","Clinton",79.1,0,15.5,0,0,0,5.5,0.9,11.8,34.5,1.8,110,,,,,,,,,,,,
"130140630020000","Albers SD 63","Clinton",89.5,0,7.9,0,0,0,2.6,2.6,11.5,23,4.7,191,,,,,,,,,,,,
"130140710160000","Central CHSD 71","Clinton",95.3,0.7,3.6,0.4,0,0,0,0.5,10.8,23.3,0.4,554,,0,,0,66,100,,0,,0,66,11.9
"130141415020000","St Rose SD 14-15","Clinton",96.6,0,3.4,0,0,0,0,0,12.8,19.5,0.7,149,,,,,,,,,,,,
"130141860020000","North Wamac SD 186","Clinton",80.6,0,10.1,0.7,0,0,8.6,0,28.1,89.9,3.6,139,,,,,,,,,,,,
"130410010260000","Waltonville CUSD 1","Jefferson",97.9,0.3,0.5,0,0,0.3,1.1,0,12.2,38.2,5.8,377,,0,,0,47,73.4,17,26.6,,0,64,17
"130410020040000","Rome CCSD 2","Jefferson",94,0.3,0.9,2.8,0.3,0,1.7,0,13.4,43.9,1.7,351,,0,,0,,0,19,100,,0,19,5.4
"130410030040000","Field CCSD 3","Jefferson",96.8,0.6,0,1,0,0,1.6,0,15.2,41.6,2.2,315,,,,,,,,,,,,
"130410040040000","Woodlawn CCSD 4","Jefferson",93.8,2.5,0.3,0.6,0,0,2.8,0,8.7,47.2,2.8,,,,,,,,,,,,,
"130410050040000","Opdyke-Belle-Rive CCSD 5","Jefferson",93.7,1.6,0.5,0.5,0,0,3.7,0,19.4,70.7,10.5,191,,0,,0,24,82.8,4,13.8,1,3.4,29,15.2
"130410060040000","Grand Prairie CCSD 6","Jefferson",90.1,8.6,0,0,0,1.2,0,0,21,98.8,12.3,81,,0,,0,2,28.6,5,71.4,,0,7,8.6
"130410070040000","Dodds CCSD 7","Jefferson",95.5,0.7,0,0,0,0,3.7,0,22.4,45.5,9,,,,,,,,,,,,,
"130410080040000","Ina CCSD 8","Jefferson",92.5,0.9,4.7,0,0,0,1.9,0,12.1,63.6,13.1,,,,,,,,,,,,,
"130410120040000","McClellan CCSD 12","Jefferson",100,0,0,0,0,0,0,0,6.7,55,3.3,60,,0,1,100,,0,,0,,0,1,1.7
"130410790020000","Summersville SD 79","Jefferson",94,0.4,1.9,0,0,0,3.8,0,9.8,50.6,7.9,265,,0,,0,,0,6,100,,0,6,2.3
"130410800020000","Mount Vernon SD 80","Jefferson",56.4,28.5,2.6,1.4,0,0,11.1,2.5,18.8,83.7,12.3,1629,,0,,0,603,72.7,227,27.3,,0,830,51
"130410820020000","Bethel SD 82","Jefferson",77.6,6.7,3,1.2,0,0,11.5,0,18.8,84.2,19.4,165,,0,,0,10,76.9,3,23.1,,0,13,7.9
"130410990040000","Farrington CCSD 99","Jefferson",90.3,5.6,0,0,4.2,0,0,0,13.9,52.8,13.9,72,,0,,0,3,37.5,5,62.5,,0,8,11.1
"130411140040000","Bluford CCSD 114","Jefferson",98.9,0.7,0.4,0,0,0,0,0,11.6,52.3,6,,,,,,,,,,,,,
"130412010170000","Mt Vernon Twp HSD 201","Jefferson",73.8,15.9,3.6,1.3,0,0.2,5.3,0.5,19.9,53.8,5.3,1235,,0,1,0.1,741,66.6,370,33.3,,0,1112,90
"130412040170000","Webber Twp HSD 204","Jefferson",97,0.7,1.5,0,0,0.7,0,0,15.7,45.5,9,,,0,,0,,0,9,100,,0,9,
"130412050160000","Woodlawn CHSD 205","Jefferson",95,0,0,1.9,0,0,3.1,0,14.9,34.2,0.6,,,0,,0,,0,14,100,,0,14,
"130580010030000","Raccoon Cons SD 1","Marion",93.3,3.2,2.4,0.4,0.4,0,0.4,0,23.8,69,7.1,252,,,,,,,,,,,,
"130580020030000","Kell Cons SD 2","Marion",94,0.9,0,0,0,2.6,2.6,0,9.4,53.8,0,117,,,,,,,,,,,,
"130580070040000","Iuka CCSD 7","Marion",95.4,0,2.3,1.4,0,0,0.9,0.5,20.3,52.1,8.8,217,,0,,0,4,100,,0,,0,4,1.8
"130580100040000","Selmaville CCSD 10","Marion",94.2,0,0,1.3,0,0,4.5,0,1.3,43.9,0.4,223,,,,,,,,,,,,
"130581000260000","Patoka CUSD 100","Marion",99.2,0,0,0.4,0,0,0.4,0,20.7,54.3,14.8,256,,0,,0,23,95.8,1,4.2,,0,24,9.4
"130581110020000","Salem SD 111","Marion",93.9,0.6,0.9,0.7,0,0,4,0,16.3,58.5,3.9,1052,,0,,0,50,54.3,42,45.7,,0,92,8.7
"130581330020000","Central City SD 133","Marion",87.9,2,3,0,0,0,7.1,0,17.2,57.2,8.8,297,,,,,,,,,,,,
"130581350020000","Centralia SD 135","Marion",72.6,15.8,2.7,0.2,0,0.2,8.5,0.4,23.8,99.7,5.1,1350,,0,,0,38,31.7,82,68.3,,0,120,8.9
"130582000170000","Centralia HSD 200","Marion",78.2,9.5,2.5,0.6,0.1,0.1,9,0,18.2,66.1,5,935,,0,,0,,0,125,100,,0,125,13.4
"130584010260000","South Central CUD 401","Marion",97.9,0.6,0.4,0.1,0,0,0.9,0,13.7,64.2,3.2,681,,0,,0,,0,10,100,,0,10,1.5
"130585010260000","Sandoval CUSD 501","Marion",93.7,0,1.2,0.2,0.2,0.4,4.3,0.2,12.2,79.2,7.3,509,1,0.8,,0,78,65,41,34.2,,0,120,23.6
"130586000160000","Salem CHSD 600","Marion",94.7,0,0.9,0.9,0.5,0.5,2.3,0,12.9,47.9,8.9,739,,0,,0,246,85.4,42,14.6,,0,288,39
